,address,address_point,school_address,school_point,distance,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total
13013,Woolston West,"(-43.5516183357265, 172.676061062093)",Somerfield West,"(-43.5659024068188, 172.619248756774)",4.856928632089054,0,0,0,0,0,0,0,0,0,0,12
13014,Brockville,"(-45.8668977384431, 170.461603697861)",Forbury,"(-45.9009933422171, 170.490305988396)",4.396116911720756,0,0,0,0,0,0,6,6,0,0,18
13015,Maungakotukutuku,"(-40.9368854327713, 175.047631940982)",Wellington University,"(-41.2890840052212, 174.767625296495)",45.639737540975396,0,0,0,0,0,0,0,0,0,0,9
13016,Pyes Pa North,"(-37.7411909263352, 176.128027958596)",Bellevue,"(-37.6793833729736, 176.129239200748)",6.860913606444601,0,0,6,0,0,0,9,0,0,0,18
13017,Daelyn,"(-41.3381750167199, 173.212588629013)",Templemore,"(-41.3415224833869, 173.204187357576)",0.7954264695844012,0,0,39,0,12,51,0,0,0,0,108
13018,Wallaceville,"(-41.1288852816391, 175.060868293951)",Elderslea,"(-41.1201996981007, 175.057879564897)",0.9967067811901217,0,0,24,0,0,9,0,0,0,0,36
13019,Beach Haven East,"(-36.7926825844878, 174.693591277134)",Auckland-University,"(-36.8514305677009, 174.769064686484)",9.372617139958207,0,18,0,0,0,0,0,39,0,0,60
13020,Massey Royal Road West,"(-36.8342991163775, 174.612545524378)",Queen Street,"(-36.84774103961, 174.765249722554)",13.702142069753867,0,9,0,0,0,0,0,0,0,0,15
13021,Styx,"(-43.4383481459504, 172.681037157007)",Christchurch Central-South,"(-43.5381586119483, 172.642402889103)",11.521137738227662,0,9,0,0,0,0,0,0,0,0,15
13022,Hargest,"(-46.389941855732, 168.380131090096)",Windsor ,"(-46.3971660611829, 168.375686133063)",0.8727784734429265,0,0,30,0,0,15,0,0,0,0,48
13023,St Martins,"(-43.5572164003909, 172.653955597541)",Merivale,"(-43.5163520653427, 172.619113311845)",5.342669342579515,0,0,0,0,0,0,0,0,0,0,6
13024,Nawton West,"(-37.7850239173891, 175.233573869941)",Nawton East,"(-37.7796200537636, 175.24016975025)",0.8350768678252921,0,0,60,0,0,66,0,0,0,0,138
13025,Torbay,"(-36.6951241414364, 174.750929157584)",Albany South,"(-36.7388233391195, 174.709492482697)",6.100926753866297,0,0,0,0,0,0,0,0,0,0,6
13026,Marchwiel West,"(-44.3795681184378, 171.224624843099)",Fraser Park,"(-44.3959659253633, 171.230450714915)",1.8803253234962682,0,0,15,0,0,0,0,0,0,0,15
13027,Utuhina,"(-38.142499525812, 176.23214439384)",Hillcrest (Rotorua District),"(-38.1499006497292, 176.234657850324)",0.8505506678260919,0,0,12,0,0,30,0,0,0,0,48
13028,Hillsborough (Christchurch City),"(-43.5603820943057, 172.670139283795)",Christchurch Central-South,"(-43.5381586119483, 172.642402889103)",3.3347213956947397,0,21,6,0,9,0,0,9,0,0,45
13029,Rongomai West,"(-36.973932249416, 174.889325545573)",Ormiston North,"(-36.9641304846779, 174.913098410622)",2.3800414913476144,0,0,0,0,0,0,0,0,0,0,9
13030,Cambridge Park-River Garden,"(-37.9013565467001, 175.449692342087)",Hillcrest West (Hamilton City),"(-37.7954666347269, 175.313265806318)",16.802101176332766,0,18,0,0,0,0,0,0,0,0,21
13031,New Lynn North,"(-36.9017384028182, 174.671890359275)",Avondale South (Auckland),"(-36.9033661333227, 174.697457532415)",2.2858264551635816,0,0,9,0,0,0,0,0,0,0,9
13032,Bayview West,"(-36.7759192106498, 174.704622042575)",Queen Street,"(-36.84774103961, 174.765249722554)",9.632915749802384,0,0,0,0,0,0,0,6,0,0,9
13033,Mangere West,"(-36.9656438362389, 174.790014478768)",Mangere East,"(-36.9693007398184, 174.839171895207)",4.396219008301521,0,0,12,0,0,0,0,0,0,0,15
13034,Te Atatu Peninsula East,"(-36.8434558377691, 174.656216500432)",Te Atatu Peninsula North West,"(-36.8265552219565, 174.648832537746)",1.9878375853059673,0,0,33,0,0,0,0,0,0,0,39
13035,Chartwell,"(-37.7540110313603, 175.277169398697)",Nawton East,"(-37.7796200537636, 175.24016975025)",4.325164228207244,0,0,0,0,0,0,0,0,0,0,9
13036,Mount St John,"(-36.8823681227808, 174.780359472871)",Remuera Waitaramoa,"(-36.8714713646606, 174.794235234295)",1.7299524536849653,0,0,9,0,0,0,0,0,0,0,9
13037,Kingseat-Karaka,"(-37.1244241879656, 174.82148592815)",Mount Eden North East,"(-36.8691309660664, 174.765550255521)",28.76602135784398,0,0,0,6,0,0,0,0,0,0,9
13038,Homai West,"(-37.0188881299965, 174.877995945934)",Wiri West,"(-37.0082826395522, 174.862436704723)",1.817329200441914,0,9,45,0,0,90,0,0,0,0,150
13039,North Beach,"(-43.4911035428596, 172.714754023885)",Somerfield West,"(-43.5659024068188, 172.619248756774)",11.343224309577868,0,0,0,0,0,0,0,0,0,0,6
13040,Golflands,"(-36.9214430958683, 174.907810821864)",Bucklands Beach Central,"(-36.8800133622951, 174.907656095152)",4.597717790641378,0,0,9,0,0,0,0,0,0,0,9
13041,Castor Bay,"(-36.7603995884644, 174.761783373118)",Queen Street,"(-36.84774103961, 174.765249722554)",9.697562809643427,0,9,0,0,0,0,0,6,0,0,15
13042,Blenheim Central,"(-41.5152239247457, 173.962546469273)",Springlands,"(-41.5042229210028, 173.936178309116)",2.5176570452533507,0,0,12,0,0,0,0,0,0,0,21
13043,Pukehangi South,"(-38.1420803416334, 176.207265790113)",Tihiotonga-Whakarewarewa,"(-38.1641201612757, 176.251730970539)",4.601549923910429,0,9,0,0,0,0,0,0,0,0,15
13044,Chartwell,"(-37.7540110313603, 175.277169398697)",Hamilton Lake,"(-37.797913937692, 175.273492310629)",4.883638083002519,0,0,6,0,0,0,0,15,0,0,21
13045,Riverlands,"(-41.5267173118404, 173.979078202761)",Witherlea East,"(-41.538196823171, 173.958594801527)",2.13253036566647,0,0,9,0,0,0,0,0,0,0,15
13046,Kaurilands,"(-36.9294762199598, 174.655836706439)",Queen Street,"(-36.84774103961, 174.765249722554)",13.319205435285733,0,0,0,0,0,0,0,0,0,0,9
13047,Ranui North,"(-36.860058740101, 174.60220591921)",Massey West,"(-36.8498860675233, 174.607429515799)",1.2212496634194723,0,0,30,0,0,6,0,6,0,0,51
13048,Owairaka East,"(-36.8948025767321, 174.721522496979)",Mount Eden North East,"(-36.8691309660664, 174.765550255521)",4.849971442290266,0,0,0,6,0,0,0,0,0,0,9
13049,Onerahi Park,"(-35.752464246045, 174.372598288183)",Onerahi,"(-35.7661749677456, 174.363527000614)",1.7283732883452343,0,0,48,0,0,18,0,0,0,0,69
13050,Upper Aramoho,"(-39.8959518121559, 175.069830544631)",Whanganui East-Riverlands,"(-39.9218118113956, 175.061279745648)",2.9629395203083484,0,0,6,0,0,0,0,0,0,0,9
13051,Mandeville-Ohoka,"(-43.3668658214499, 172.544470573709)",Southbrook,"(-43.3271807304585, 172.597658009151)",6.167382272416289,0,0,12,0,0,0,24,0,0,0,36
13052,Springfield South,"(-38.1633189647339, 176.227719443394)",Tihiotonga-Whakarewarewa,"(-38.1641201612757, 176.251730970539)",2.1061726319901073,0,15,0,0,0,0,0,0,0,0,21
13053,Maraetai,"(-36.8877486688498, 175.037971114498)",Turanga,"(-36.9640881620334, 174.988546714888)",9.548004807551626,0,0,12,0,0,0,0,0,0,0,15
13054,Kaitaia West,"(-35.1217817028019, 173.267173968337)",Karikari Peninsula,"(-34.995278160775, 173.378738365012)",17.336200661078323,0,0,0,0,0,0,0,0,0,0,9
13055,Wainui-Waiwera,"(-36.5851435521726, 174.563415094644)",Albany Central,"(-36.7282018578392, 174.704835178594)",20.29550926535654,0,9,0,0,0,0,0,0,0,0,9
13056,Brooklyn South,"(-41.3168510851025, 174.756509373218)",Vivian West,"(-41.2946930980505, 174.772839721815)",2.8153398147687128,0,0,9,0,0,0,0,0,0,0,18
13057,Brookvale,"(-39.6597424841846, 176.895226904213)",Parkhaven,"(-39.6545582353598, 176.848257689623)",4.071759056729665,0,0,6,0,0,0,0,0,0,0,6
13058,Waharoa-Peria,"(-37.7876407398438, 175.734970503529)",Richmond Downs-Wardville,"(-37.7160366341334, 175.745624597111)",8.002737718597185,0,0,0,0,0,0,18,0,0,0,24
13059,Otahuhu Central,"(-36.9417555625677, 174.836045982904)",Otahuhu South,"(-36.9471939601945, 174.849966554476)",1.3790717462961344,0,0,21,0,0,9,0,0,0,0,30
13060,Kelson,"(-41.1727118408537, 174.942942365195)",Hutt Central North,"(-41.2087223640151, 174.906648688198)",5.026378216503783,0,0,18,0,0,0,0,0,0,0,27
13061,Aidanfield,"(-43.5644543417259, 172.567323880673)",Halswell West,"(-43.5796240066577, 172.540470117896)",2.7470508141150534,0,0,6,0,0,0,0,0,0,0,6
13062,Waianiwa,"(-46.2453524453205, 168.330270439365)",Invercargill Central,"(-46.4148923864558, 168.328507310697)",18.846170217191936,0,15,0,0,0,0,0,0,0,0,18
13063,Mangarara,"(-39.9900371670427, 176.762648581484)",Karanema-St Hill,"(-39.664510960305, 176.886271255083)",37.66115400160699,0,0,6,0,0,0,12,0,0,0,18
13064,Papatoetoe Central,"(-36.9746174653607, 174.858006592095)",Otahuhu South West,"(-36.9521671940793, 174.840055031961)",2.9602556523072425,0,0,0,0,0,0,0,0,0,0,6
13065,Hei Hei,"(-43.5339324177006, 172.522614767657)",Templeton,"(-43.5526026695814, 172.469627856477)",4.758287693356111,0,0,6,0,0,0,0,0,0,0,6
13066,Pukekohe West,"(-37.2009702457027, 174.888039862742)",Grey Lynn West,"(-36.8644209050826, 174.733748949802)",39.79256540812682,0,0,6,0,0,0,0,0,0,0,6
13067,Clendon Park West,"(-37.0323536901518, 174.85926627004)",Rowandale West,"(-37.0285592700769, 174.872165805)",1.222561226654847,0,0,12,0,0,9,0,0,0,0,21
13068,Clearwater,"(-43.4544286358088, 172.5983343191)",Ilam University,"(-43.5233612753623, 172.578264594893)",7.828753886537374,0,12,0,0,0,0,0,0,0,0,12
13069,Rolleston North West,"(-43.6008634834737, 172.363406699742)",Christchurch Central-South,"(-43.5381586119483, 172.642402889103)",23.590541472654152,0,27,9,0,0,0,0,9,0,0,48
13070,Karapiro,"(-37.8710907178813, 175.568948655229)",Cambridge Central,"(-37.8931670080978, 175.471590529416)",8.908490664479164,0,0,33,0,0,0,6,0,0,0,45
13071,Matapihi,"(-37.698191475178, 176.197173844676)",Tauranga Hospital,"(-37.7032085323278, 176.14700705574)",4.459026683266465,0,9,0,0,0,0,0,0,0,0,9
13072,Minden,"(-37.7727346458989, 176.015407806604)",Tauriko,"(-37.7560425618081, 176.091659147818)",6.969473635878849,0,0,0,0,0,0,0,0,0,0,9
13073,Westmere South-Western Springs,"(-36.86042307128, 174.722449451001)",Grey Lynn North,"(-36.8587921582449, 174.735764807726)",1.201112322384358,0,0,6,0,0,0,0,0,0,0,9
13074,Bulls,"(-40.1793887747826, 175.382510102572)",Turitea,"(-40.3905367818229, 175.608625286221)",30.322233768447166,0,12,0,0,0,0,0,0,0,0,15
13075,Owhiro Bay,"(-41.337896070626, 174.761200318466)",Kilbirnie Central,"(-41.3169431695911, 174.792678991307)",3.5156749358921933,0,0,9,0,0,0,15,6,0,0,30
13076,Titoki,"(-39.935920264424, 175.009976424997)",Upper Whanganui,"(-39.7009153447198, 175.169527328696)",29.452523606231676,0,0,0,0,0,0,0,0,0,0,6
13077,Ascot Park,"(-41.1200032442906, 174.873368142717)",Porirua Central,"(-41.145843588535, 174.825830468655)",4.916078181908484,0,21,18,0,0,0,0,6,0,0,51
13078,Gulf Harbour North,"(-36.6094965791112, 174.79413674474)",Manly East,"(-36.6333898601176, 174.761287990824)",3.9577914418313886,0,0,24,0,0,0,0,0,0,0,24
13079,Paeroa Rural,"(-37.3934552403453, 175.578646029349)",Thames South,"(-37.1491221967602, 175.559037565076)",27.17246325241749,0,0,0,0,0,0,0,0,0,0,6
13080,Newlands North,"(-41.2240631248481, 174.820535991096)",Takapu-Horokiwi,"(-41.1855416491573, 174.859247875805)",5.370735259359865,0,0,18,0,0,0,0,0,0,0,24
13081,Glen Eden North,"(-36.9076822465928, 174.65702959569)",Green Bay North,"(-36.9262831689514, 174.685265419325)",3.254482260796401,0,0,18,0,0,0,6,0,0,0,21
13082,Tatuanui,"(-37.6416337365849, 175.593494610015)",Te Aroha West,"(-37.5510192466185, 175.700657387381)",13.809756011313452,0,0,0,0,0,0,0,0,0,0,6
13083,Millwater South,"(-36.6123101212492, 174.670008485398)",Orewa North,"(-36.5810886539593, 174.675864633945)",3.5040515029008974,0,0,9,0,0,0,0,0,0,0,9
13084,Kaiti North,"(-38.6676338110309, 178.04468181991)",Wainui-Okitu,"(-38.6947211746502, 178.059837538627)",3.283425154102479,0,0,9,0,0,0,0,0,0,0,9
13085,Pekerau,"(-38.0079964224065, 175.344489654275)",Hamilton West,"(-37.800741823409, 175.284416901388)",23.603031446210064,0,9,0,0,0,0,0,0,0,0,9
13086,Pinehaven,"(-41.1684486692366, 175.017682738279)",Hutt Central North,"(-41.2087223640151, 174.906648688198)",10.333335421397633,0,0,0,0,0,0,6,0,0,0,12
13087,Owairaka East,"(-36.8948025767321, 174.721522496979)",Epsom Central-North,"(-36.887790086805, 174.769926150765)",4.384236240117224,0,6,0,0,0,0,0,0,0,0,9
13088,Springvale West,"(-39.929481419901, 175.017536348572)",Gonville North,"(-39.9384855062687, 175.029008744987)",1.4003977103638166,0,0,18,0,0,0,0,0,0,0,18
13089,Glendowie North,"(-36.8554047530738, 174.873710928237)",Saint Heliers North,"(-36.8523373267536, 174.861938205983)",1.103717153348298,0,0,42,0,0,51,0,0,0,0,93
13090,The Wood,"(-41.267092936456, 173.29239874285)",Maitai,"(-41.2766676491233, 173.298254197717)",1.1710855986789872,0,0,9,0,0,0,0,0,0,0,9
13091,Westbrook,"(-40.3557020386397, 175.578028586652)",Tremaine,"(-40.3396904173694, 175.598656907744)",2.496516702214647,0,0,36,0,6,6,0,0,0,0,54
13092,Avondale Central (Auckland),"(-36.8955246850955, 174.695198270925)",Owairaka West,"(-36.895326070577, 174.711108248213)",1.4182820083125356,0,0,6,0,0,0,0,0,0,0,12
13093,Dinsdale North,"(-37.7886502099274, 175.245755739086)",Hamilton West,"(-37.800741823409, 175.284416901388)",3.6600851088765065,0,18,9,0,0,0,0,0,0,0,36
13094,Martinborough,"(-41.2198197158491, 175.458625368544)",Opaki,"(-40.9022354874073, 175.65959233863)",39.10614297107871,0,0,0,0,0,0,0,0,0,0,9
13095,Symonds Street North West,"(-36.854985335661, 174.765937737211)",Freemans Bay,"(-36.8522012846305, 174.750417099359)",1.4182246221420212,0,0,0,0,0,0,0,0,0,0,9
13096,Parkside,"(-44.4046903509938, 171.246329210631)",Marchwiel East,"(-44.3770471603531, 171.235345383889)",3.1939483874991557,0,0,6,0,0,0,0,0,0,0,6
13097,Point England,"(-36.8838682605029, 174.865329554055)",Meadowbank West,"(-36.8695618551948, 174.825746595745)",3.8697130734234286,0,0,9,0,0,0,0,0,0,0,9
13098,Manly East,"(-36.6333898601176, 174.761287990824)",Auckland-University,"(-36.8514305677009, 174.769064686484)",24.20655860496471,0,0,0,0,0,0,0,21,0,0,27
13099,Pataua,"(-35.696951950762, 174.427944250944)",Parua Bay,"(-35.7600184457819, 174.428122574563)",6.997496941142058,0,0,39,0,0,0,48,0,0,0,90
13100,Cornwall Park,"(-39.6308169564575, 176.842430262501)",Mahora,"(-39.6240496173568, 176.848880850168)",0.9334142566871857,0,0,48,0,6,15,0,0,0,0,72
13101,Paekakariki,"(-40.9718683159747, 174.968951362373)",Raumati South,"(-40.9412661180916, 174.983291560376)",3.606546040412449,0,0,24,0,6,0,0,0,0,0,33
13102,Waikanae Park,"(-40.8625145644406, 175.049247381444)",Waikanae West,"(-40.8659793440752, 175.066434068062)",1.4991845641121286,0,0,54,0,18,18,0,0,0,0,93
13103,Clive,"(-39.5868101422592, 176.913037925308)",Akina Park,"(-39.6501158506909, 176.840524297479)",9.389990912914895,0,0,9,0,0,0,9,0,0,0,18
13104,Riccarton Racecourse,"(-43.529021764386, 172.542860390272)",Ilam University,"(-43.5233612753623, 172.578264594893)",2.9304157714770565,0,12,0,0,0,0,0,9,0,0,27
13105,Hauraki Plains North,"(-37.2639821934185, 175.396490711081)",Ngatea,"(-37.2789972877592, 175.491510498902)",8.590875201069455,0,0,60,0,0,0,57,0,0,0,123
13106,Milford West,"(-36.7712983859684, 174.760194617137)",Milford Central,"(-36.7717447403695, 174.768463580938)",0.7398906139178831,0,0,6,0,0,0,0,0,0,0,12
13107,Centennial Crescent,"(-38.6628262817556, 178.009427699812)",Makaraka-Awapuni,"(-38.6578730316983, 177.972550679539)",3.2564969216059056,0,0,18,0,0,15,0,0,0,0,33
13108,Washington,"(-41.2752188240549, 173.266544655623)",Victory,"(-41.2858013668987, 173.269885843083)",1.2081639209812889,0,0,54,0,12,45,0,0,0,0,114
13109,Half Moon Bay West,"(-36.8860238169963, 174.896650146687)",Eastern Beach,"(-36.8767443281998, 174.913490738081)",1.8205722355579301,0,9,24,0,0,18,0,6,0,0,60
13110,Kawakawa Bay-Orere,"(-36.9841336252742, 175.151968518705)",Wiri West,"(-37.0082826395522, 174.862436704723)",25.911945004807812,0,0,6,0,0,0,0,0,0,0,6
13111,Tawa South,"(-41.1814775329476, 174.816900665205)",Thorndon,"(-41.272464451446, 174.774227338297)",10.719608085098493,0,0,9,0,0,0,0,0,0,0,18
13112,Whitney East,"(-41.5205985920216, 173.958910111362)",Riversdale-Islington,"(-41.5064640303952, 173.967084437043)",1.7117359835353239,0,9,0,0,0,0,0,0,0,0,12
13113,Burwood,"(-43.4955545906383, 172.684888948989)",Mairehau South,"(-43.5020858261152, 172.645391153424)",3.2758906115862505,0,0,21,0,0,0,0,0,0,0,21
13114,Springvale East,"(-39.9255770568443, 175.023225047747)",Whanganui Central,"(-39.935136762423, 175.047017990343)",2.2941548184282685,0,6,9,0,0,0,0,0,0,0,18
13115,Ngaio South,"(-41.2531632050344, 174.776025837604)",Khandallah South,"(-41.2526281694779, 174.788633278184)",1.058334017736996,0,0,18,0,0,0,0,0,0,0,27
13116,Makomako,"(-40.6240008443633, 175.274566463414)",Waiopehu,"(-40.6321600931664, 175.298998409374)",2.256952092994979,0,0,12,0,0,0,0,0,0,0,24
13117,Enderley North,"(-37.7625682251174, 175.294233351834)",Peachgrove,"(-37.7769204654909, 175.297325802106)",1.6161188707324825,0,0,15,0,0,0,0,0,0,0,15
13118,Mount Wellington Central,"(-36.9083361913532, 174.844608048261)",Mount Wellington West,"(-36.9111679123768, 174.827710934122)",1.538257761137407,0,0,30,0,0,9,0,0,0,0,39
13119,Hargest,"(-46.389941855732, 168.380131090096)",Rosedale,"(-46.3897134114557, 168.367962592235)",0.936314816705524,0,0,51,0,0,141,0,0,0,0,204
13120,Poets Block,"(-41.1229041857507, 175.046046012194)",Brentwood (Upper Hutt City),"(-41.1289091386675, 175.03679071899)",1.0241085902198455,0,0,15,0,0,84,0,0,0,0,105
13121,Sockburn North,"(-43.5324798994711, 172.55741654405)",Hawthornden,"(-43.5044194838145, 172.550274214925)",3.170623528438281,0,0,9,0,0,0,0,0,0,0,9
13122,Haruru,"(-35.2793263636274, 174.059212683747)",Kerikeri Central,"(-35.2250730934155, 173.950963038966)",11.544782010365566,0,0,0,0,0,0,21,0,0,0,27
13123,Avenal,"(-46.4007434297458, 168.352729354578)",Newfield,"(-46.4175534735069, 168.389072674675)",3.361635566040291,0,0,6,0,0,0,0,0,0,0,6
13124,Kahikatea,"(-37.8013359844349, 175.250540917993)",Peachgrove,"(-37.7769204654909, 175.297325802106)",4.932156225397489,0,0,0,0,0,0,0,0,0,0,6
13125,Henderson East,"(-36.8867513055311, 174.638513720122)",Mount Albert West,"(-36.8820462279693, 174.707694091316)",6.1892346058112295,0,0,0,0,0,0,0,0,0,0,6
13126,Fitzroy ,"(-37.8178545318535, 175.300862966342)",Riverlea,"(-37.8051629164075, 175.324903368183)",2.542780166693413,0,0,9,0,0,0,6,0,0,0,15
13127,Harania North,"(-36.9617093699936, 174.810254301459)",Favona West,"(-36.9559283369304, 174.800111550859)",1.107957188263677,0,0,9,0,0,0,0,0,0,0,12
13128,Eden Park,"(-36.8747643705998, 174.745951461472)",Mount Eden North,"(-36.8748347996731, 174.760979490823)",1.3398828328639483,0,0,21,0,0,27,0,0,0,0,51
13129,Wharewaka,"(-38.7341806389898, 176.079183344137)",Hilltop (Taupo District),"(-38.699762130581, 176.099150470967)",4.196919210003673,0,0,24,0,0,0,0,0,0,0,24
13130,Wiri East,"(-36.9990376344477, 174.887090313744)",Manukau Central,"(-36.9913899098018, 174.869475281458)",1.7830003681506268,0,6,12,0,0,0,0,0,0,0,21
13131,Hokitika Valley-Otira,"(-42.8781179354969, 171.304429118639)",Greymouth Central,"(-42.4570483149707, 171.199249858472)",47.56313483882879,0,0,0,0,0,0,0,0,0,0,9
13132,Waiake,"(-36.7066502641459, 174.744396696183)",Murrays Bay West,"(-36.7317787284406, 174.741747621554)",2.7985903237565637,0,0,9,0,0,0,0,0,0,0,12
13133,Mahora,"(-39.6240496173568, 176.848880850168)",Frimley,"(-39.6216684819748, 176.829259878847)",1.7053088528191704,0,0,18,0,0,9,0,0,0,0,30
13134,Centennial Crescent,"(-38.6628262817556, 178.009427699812)",Te Hapara North,"(-38.6501927778443, 178.000542685788)",1.6015424689169924,0,0,18,0,0,15,0,0,0,0,39
13135,Wharewaka,"(-38.7341806389898, 176.079183344137)",Richmond Heights,"(-38.717081744468, 176.088285449621)",2.056571199136342,0,0,27,0,0,0,0,0,0,0,27
13136,Okura Bush,"(-36.6671137804466, 174.709922570918)",Northcross,"(-36.7116574276641, 174.730768304957)",5.28252158782841,0,0,6,0,0,0,12,0,0,0,18
13137,Parklands,"(-43.4805925289684, 172.708066587495)",Wainoni,"(-43.5184516321592, 172.689822915456)",4.457527684688673,0,0,0,0,0,0,0,0,0,0,6
13138,Ben Cooper Park,"(-41.3450829742256, 173.175892313733)",Templemore,"(-41.3415224833869, 173.204187357576)",2.4010000592512912,0,0,60,0,33,48,0,0,0,0,153
13139,Kawiu South,"(-40.6150787757153, 175.283913891884)",Donnelly Park,"(-40.6141646653664, 175.270414481594)",1.1468660037413043,0,0,15,0,6,12,0,0,0,0,33
13140,Egmont Showgrounds,"(-39.5761716187907, 174.263082275843)",Strandon,"(-39.0536931301975, 174.09475656971)",59.79517537980075,0,0,0,0,0,0,0,0,0,0,6
13141,Karangahape,"(-36.8589649858557, 174.756397644436)",Epsom Central-North,"(-36.887790086805, 174.769926150765)",3.418725243401054,0,0,0,0,0,0,0,0,0,0,6
13142,Tawa South,"(-41.1814775329476, 174.816900665205)",Petone East,"(-41.2248184053103, 174.890626545834)",7.836347710199188,0,6,0,0,0,0,0,0,0,0,9
13143,Warkworth East,"(-36.4052869176492, 174.667919425365)",Warkworth West,"(-36.3889322799467, 174.651600731686)",2.3316685774872608,0,0,177,0,0,129,9,0,0,0,321
13144,Newtown West,"(-41.3128931491956, 174.776082373566)",Berhampore,"(-41.3232652973763, 174.773780292022)",1.1679466094625566,0,0,0,0,0,15,0,0,0,0,21
13145,Mairehau North,"(-43.4929266151454, 172.638193275394)",Richmond North (Christchurch City),"(-43.5129708765331, 172.658626269763)",2.7730944306218825,0,0,0,0,0,0,0,6,0,0,15
13146,Deans Bush,"(-43.5247324952663, 172.594471890108)",Christchurch Central-South,"(-43.5381586119483, 172.642402889103)",4.151719159366527,0,33,0,0,0,0,0,9,0,0,51
13147,Pukenui,"(-35.7464466847373, 174.255022982635)",Kamo Central,"(-35.684862548829, 174.304915519315)",8.189704262501737,0,0,0,0,0,0,0,0,0,0,6
13148,Grenada North,"(-41.1772739522549, 174.838970375227)",Pipitea-Kaiwharawhara,"(-41.2762482199777, 174.787726393494)",11.80182248905937,0,0,0,0,0,0,0,0,0,0,12
13149,Hedgehope,"(-46.1290311919317, 168.565840143925)",Winton,"(-46.1448607150432, 168.323825123122)",18.78356113869692,0,0,30,0,0,0,42,0,0,0,72
13150,Te Atatu Peninsula Central,"(-36.836057128301, 174.651740063748)",Queen Street,"(-36.84774103961, 174.765249722554)",10.207253414223148,0,9,0,0,0,0,0,0,0,0,12
13151,Homebush-Te Ore Ore,"(-40.9815419284502, 175.71227860677)",Opaki,"(-40.9022354874073, 175.65959233863)",9.861578565689268,0,0,9,0,0,0,6,0,0,0,15
13152,Kinleith,"(-38.2913111902734, 175.796703590273)",Ngakuru,"(-38.3265856036239, 176.199500488673)",35.44660048602192,0,0,0,0,0,0,6,0,0,0,9
13153,Albany Heights,"(-36.7179647239345, 174.694013929477)",North Harbour,"(-36.746304740922, 174.715029746318)",3.6626044439118353,0,0,6,0,0,0,0,0,0,0,9
13154,Riverhead,"(-36.7581033140079, 174.583711792513)",Auckland-University,"(-36.8514305677009, 174.769064686484)",19.515593992966334,0,15,0,0,0,0,0,9,0,0,33
13155,Sunnyvale East,"(-36.8995563862634, 174.642533791552)",Te Atatu South-McLeod North,"(-36.8741122678841, 174.646879053377)",2.850118925278658,0,0,9,0,0,0,0,0,0,0,9
13156,Springlands,"(-41.5042229210028, 173.936178309116)",Lower Wairau ,"(-41.4854866322407, 174.006007519816)",6.191122247523216,0,0,9,0,0,0,0,0,0,0,9
13157,Belmont (Auckland),"(-36.8051774714472, 174.788183950642)",Auckland-University,"(-36.8514305677009, 174.769064686484)",5.408885074671239,0,9,0,0,0,0,0,36,18,0,66
13158,Kumeu Rural West,"(-36.7903906304552, 174.521338355803)",Kumeu-Huapai,"(-36.769982926634, 174.542866658294)",2.97020905906939,0,0,54,0,0,0,0,0,0,0,63
13159,Waitohi (Marlborough District),"(-41.2943993982864, 173.999617907238)",Whitney East,"(-41.5205985920216, 173.958910111362)",25.351626251769456,0,0,0,0,0,0,0,0,0,0,6
13160,Laingholm,"(-36.9645698397506, 174.63077157735)",Lynfield North,"(-36.9195277059711, 174.717630426356)",9.211527561681082,0,0,0,0,0,0,0,0,0,0,9
13161,Christchurch Central-North,"(-43.5233108561577, 172.640317076571)",Hagley Park,"(-43.5305379195378, 172.61981251755)",1.8418403139099682,0,0,0,0,0,0,0,0,0,0,12
13162,Maniototo,"(-45.2528232880822, 170.020869083116)",Maori Hill,"(-45.8577779692606, 170.500646519601)",76.96777597976694,0,0,0,0,0,9,0,0,0,0,9
13163,Kuirau,"(-38.1347408443352, 176.242428288408)",Tihiotonga-Whakarewarewa,"(-38.1641201612757, 176.251730970539)",3.3614835877389067,0,6,0,0,0,0,0,0,0,0,9
13164,Leabank,"(-37.032196541235, 174.887343524545)",Auckland-University,"(-36.8514305677009, 174.769064686484)",22.659360528013995,0,9,0,24,0,0,0,0,0,0,39
13165,Johnsonville South,"(-41.2310217619583, 174.802108344508)",Thorndon,"(-41.272464451446, 174.774227338297)",5.161825694555716,0,0,6,0,0,0,0,0,0,0,12
13166,Sandon,"(-40.2262300408123, 175.546091532198)",Kimbolton North,"(-40.2074565043011, 175.582147838342)",3.710210891684764,0,0,45,0,6,9,0,0,0,0,66
13167,New Windsor South,"(-36.9085221118323, 174.716371557473)",Albany West,"(-36.7414673963809, 174.68787988426)",18.712241331233734,0,0,0,0,0,0,0,0,0,0,6
13168,Glenavon,"(-36.9091942519559, 174.703245532843)",Mount Albert North,"(-36.8748147138191, 174.717653081077)",4.025635774935789,0,0,0,0,0,0,0,0,0,0,9
13169,West Harbour Luckens Point,"(-36.8180234153892, 174.636959826659)",Queen Street,"(-36.84774103961, 174.765249722554)",11.909943584181638,0,12,0,0,0,0,0,0,0,0,12
