,address,address_point,school_address,school_point,distance,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total
6262,Edgeware,"(-43.5143517316153, 172.64705847317)",Dallington,"(-43.5112581292155, 172.671610056338)",2.0147645811805552,0,0,6,0,0,0,0,0,0,0,6
6263,Ormiston North,"(-36.9641304846779, 174.913098410622)",Otara Central,"(-36.9559345561559, 174.876779937487)",3.359914212830521,0,0,0,0,0,0,0,0,0,0,6
6264,Te Kuru,"(-36.6034440257698, 174.483961163394)",Queen Street,"(-36.84774103961, 174.765249722554)",36.964329473955246,0,0,0,0,0,0,0,0,0,0,9
6265,Ellerslie Central,"(-36.892006862777, 174.807506707911)",Ellerslie West,"(-36.8989711687675, 174.806124638905)",0.7826246243258873,0,0,45,0,0,75,0,0,0,0,123
6266,Symonds Street East,"(-36.8569099982567, 174.766411490125)",Queen Street South West,"(-36.8543330344158, 174.761347962624)",0.5345030451599017,0,0,0,0,0,27,0,0,0,0,30
6267,Coastlands,"(-37.943560788512, 176.962334322244)",Whakatane West,"(-37.9634052743738, 176.965592823412)",2.2211899006954208,0,0,18,0,0,0,9,0,0,0,27
6268,Wakefield,"(-41.4106143921311, 173.044246343069)",Richmond Central (Tasman District),"(-41.3375036550413, 173.189386368026)",14.60687040765673,0,0,12,0,0,0,0,0,0,0,15
6269,Aorere Central,"(-36.9767938093743, 174.830334748039)",Mount St John,"(-36.8823681227808, 174.780359472871)",11.385707975876556,0,0,0,0,0,0,0,0,0,0,6
6270,Leamington East,"(-37.9029149986351, 175.482988156348)",Leamington West,"(-37.9032580133848, 175.470860939974)",1.0672428104517702,0,0,0,0,0,0,0,0,0,0,6
6271,Weymouth South,"(-37.046824121078, 174.862995514708)",Leabank,"(-37.032196541235, 174.887343524545)",2.70691539831492,0,0,21,0,0,9,0,9,0,0,48
6272,Aka Aka,"(-37.2913273698865, 174.77509205907)",Hingaia,"(-37.0736995971307, 174.914194448576)",27.12783804817859,0,0,6,0,0,0,0,0,0,0,15
6273,Epsom East,"(-36.8952899541851, 174.778258502479)",Epsom Central-North,"(-36.887790086805, 174.769926150765)",1.1155147227471809,0,0,21,0,0,15,0,0,0,0,51
6274,Bayview South,"(-36.7819747745586, 174.703590008493)",Glenfield East,"(-36.7802619621595, 174.734586915599)",2.773495932414279,0,0,9,0,0,0,9,0,0,0,21
6275,Woodend,"(-43.3217601666613, 172.665875972283)",Southbrook,"(-43.3271807304585, 172.597658009151)",5.565874733895202,0,0,0,0,0,0,12,0,0,0,15
6276,Pongakawa,"(-37.8930545584977, 176.496144744255)",Bethlehem Central,"(-37.7065879039271, 176.114981182161)",39.436507937223524,0,0,0,0,0,0,9,0,0,0,9
6277,Arataki North,"(-37.6710448636485, 176.216798492941)",Arataki South,"(-37.6725434650391, 176.225787396712)",0.810278688728818,0,0,9,0,0,0,0,0,0,0,9
6278,Tareha Reserve,"(-39.5440079231855, 176.851430359136)",Tamatea East,"(-39.5159605317105, 176.869168738858)",3.4673826042953833,0,0,0,0,0,0,0,0,0,0,6
6279,Milverton,"(-40.3596954306793, 175.619832510235)",Hokowhitu East,"(-40.3573857685815, 175.636330442124)",1.4247002881661834,0,0,6,0,0,0,0,0,0,0,6
6280,Queenwood (Hamilton City),"(-37.7464548762516, 175.266163772884)",Hamilton Lake,"(-37.797913937692, 175.273492310629)",5.747932303978619,0,0,12,0,0,0,0,0,0,0,15
6281,Belmont (Auckland),"(-36.8051774714472, 174.788183950642)",Bayswater,"(-36.814116595738, 174.777979004072)",1.3465928729654846,0,0,12,0,0,12,0,0,0,0,27
6282,Clevedon,"(-37.0148097745761, 175.045906739233)",Somerville,"(-36.9123424613331, 174.933941086752)",15.123890142692812,0,0,6,0,0,0,15,0,0,0,21
6283,Kauri,"(-35.6294436685506, 174.28665672124)",Hikurangi,"(-35.5944827981287, 174.2871617517)",3.879242211046146,0,0,0,0,0,0,0,0,0,0,6
6284,Bromley South,"(-43.5366933058765, 172.683672159735)",Richmond North (Christchurch City),"(-43.5129708765331, 172.658626269763)",3.3236071578236053,0,0,6,0,0,0,0,0,0,0,15
6285,Chapel Downs,"(-36.9718724846529, 174.902140026645)",Baverstock,"(-36.9552586172708, 174.916701725881)",2.254123930428798,0,0,24,0,0,0,0,0,0,0,24
6286,Mangaroa,"(-41.156692605887, 175.117903753184)",Mount Cook East,"(-41.3025148094011, 174.777501443701)",32.81479665765073,0,0,0,0,0,0,0,0,0,0,6
6287,Queenspark,"(-43.4753766704313, 172.6971588114)",New Brighton,"(-43.5136851421154, 172.729511953876)",4.996281090074845,0,0,9,0,0,0,0,0,0,0,9
6288,Marotiri,"(-38.5121437704513, 175.780642183395)",Paraonui,"(-38.2117841219047, 175.851519897916)",33.911509863058846,0,0,0,0,0,0,15,0,0,0,18
6289,Te Maunga South,"(-37.6843112631356, 176.242996361217)",Omanu Beach,"(-37.6587085227134, 176.207750045395)",4.2123830703644884,0,6,51,0,39,0,9,6,0,0,114
6290,Beerescourt,"(-37.7636824537749, 175.261465482234)",Dinsdale North,"(-37.7886502099274, 175.245755739086)",3.097608921705087,0,0,12,0,0,0,0,0,0,0,12
6291,Postgate,"(-41.1133145378721, 174.882350036235)",Raumati Beach West,"(-40.9158220228998, 174.98216422195)",23.484507345458354,0,0,0,0,0,0,0,0,0,0,6
6292,Onekawa South,"(-39.5163626058957, 176.89173053315)",Taradale West,"(-39.526093923343, 176.838277919079)",4.721521611489697,0,0,6,0,0,0,0,0,0,0,6
6293,Cannons Creek North,"(-41.1396921634066, 174.862630005617)",Cannons Creek East,"(-41.1372251387001, 174.8714006331)",0.7856897593209354,0,0,42,0,0,42,0,0,0,0,93
6294,Manor Park,"(-41.1557616992794, 174.979900100958)",Brentwood (Upper Hutt City),"(-41.1289091386675, 175.03679071899)",5.630741524241119,0,0,0,0,0,0,0,0,0,0,6
6295,Huntsbury,"(-43.5690053495092, 172.650929898885)",Merivale,"(-43.5163520653427, 172.619113311845)",6.390156336427352,0,0,0,0,0,0,0,0,0,0,12
6296,Marchwiel East,"(-44.3770471603531, 171.235345383889)",Highfield South,"(-44.3935282781664, 171.217806600667)",2.3037330308039152,0,0,6,0,0,0,0,0,0,0,9
6297,Ferguson,"(-36.9661670036725, 174.882521566207)",Otara South,"(-36.9683343366519, 174.87640961222)",0.5950462605936899,0,0,12,0,0,9,0,0,0,0,24
6298,Glenfield West,"(-36.7826832148392, 174.717897923225)",Auckland-University,"(-36.8514305677009, 174.769064686484)",8.890818210902678,0,18,0,0,0,0,0,69,0,0,90
6299,Sunnybrook,"(-38.1497362298397, 176.209178027637)",Mangakakahi West,"(-38.1357212370809, 176.21797989866)",1.736492222057525,0,0,9,0,0,0,0,0,0,0,9
6300,Beerescourt,"(-37.7636824537749, 175.261465482234)",Rototuna North,"(-37.7173795471373, 175.265050491582)",5.148937484227077,0,0,0,0,0,0,0,0,0,0,6
6301,New Plymouth Central,"(-39.0570019170073, 174.075374538788)",Welbourn,"(-39.0857102432698, 174.093116002924)",3.5376414903639053,0,0,15,0,0,0,0,0,0,0,21
6302,Waihi North,"(-37.3862273563348, 175.833492289329)",Waihi South,"(-37.3973490019012, 175.837522378314)",1.284891217659842,0,0,6,0,0,0,0,0,0,0,6
6303,Sunnybrook,"(-38.1497362298397, 176.209178027637)",Fordlands,"(-38.1433503400627, 176.223151214745)",1.415169153341881,0,0,0,0,0,0,0,0,0,0,6
6304,Clouston Park,"(-41.1173969911654, 175.087126456323)",Porirua Central,"(-41.145843588535, 174.825830468655)",22.16666294325102,0,0,0,0,0,0,0,0,0,0,6
6305,Iona,"(-39.67719283167, 176.876432647844)",Taradale South,"(-39.543233934809, 176.829890727517)",15.400764204519266,0,12,0,0,0,0,0,0,0,0,18
6306,St Johns Hill East,"(-39.9130977581156, 175.039583232256)",Brunswick-Papaiti,"(-39.8767540798245, 175.029188017946)",4.132108539545676,0,0,0,0,0,0,0,0,0,0,6
6307,Pukekohe West,"(-37.2009702457027, 174.888039862742)",Queen Street,"(-36.84774103961, 174.765249722554)",40.69493408472842,0,6,0,0,0,0,0,0,0,0,9
6308,Outer Kaiti,"(-38.669399832508, 178.056555034161)",Te Hapara South,"(-38.6565594033644, 178.004315784367)",4.764886308753493,0,0,0,0,0,0,6,0,0,0,9
6309,Putararu,"(-38.0529379652076, 175.784665143845)",Putararu Rural,"(-38.0965779255858, 175.732443716333)",6.667773977843823,0,0,18,0,0,0,9,0,0,0,27
6310,Shelly Park,"(-36.908308159566, 174.946451222578)",Eastern Beach,"(-36.8767443281998, 174.913490738081)",4.571817579944443,0,0,9,0,0,0,0,0,0,0,15
6311,Riccarton South,"(-43.5344407608601, 172.601968311968)",Hagley Park,"(-43.5305379195378, 172.61981251755)",1.5061737926288272,0,15,0,0,57,12,0,0,0,0,84
6312,Totara Vale North,"(-36.7596582670218, 174.730094730806)",Glenfield West,"(-36.7826832148392, 174.717897923225)",2.777504388687795,0,0,0,0,0,0,6,0,0,0,12
6313,Papaioea North,"(-40.3472124412479, 175.618920728258)",Palmerston North Central,"(-40.3553770211298, 175.610109618702)",1.1756930730043902,0,0,0,0,0,33,0,0,0,0,42
6314,Saint Marys Bay,"(-36.8407181681135, 174.746668843946)",Herne Bay,"(-36.8449047695707, 174.731644811462)",1.4183179494504174,0,0,24,0,0,42,0,0,0,0,63
6315,Marewa East,"(-39.5074760445427, 176.906761972607)",Tamatea East,"(-39.5159605317105, 176.869168738858)",3.3674183160930435,0,0,15,0,0,0,0,0,0,0,24
6316,Milson South,"(-40.3344381807471, 175.605052248686)",Hokowhitu East,"(-40.3573857685815, 175.636330442124)",3.6817044720198164,0,0,9,0,0,0,0,0,0,0,9
6317,Meeanee-Awatoto,"(-39.5441156913609, 176.893041357495)",Twyford,"(-39.5996138474615, 176.818748944856)",8.872266533004737,0,0,0,0,0,0,6,0,0,0,9
6318,Kaiti South,"(-38.6792230069681, 178.039195293387)",Whataupoko West,"(-38.6583797545166, 178.028982736606)",2.4786237317845785,0,0,9,0,0,0,0,0,0,0,9
6319,Wesley West,"(-36.8987570170169, 174.72646197115)",Avondale North (Auckland),"(-36.8895457732516, 174.695627492597)",2.9323709731336303,0,0,0,0,0,0,0,0,0,0,6
6320,Rothesay Bay,"(-36.7235540973312, 174.747293915972)",Akoranga,"(-36.7965749882019, 174.754512443534)",8.128951753324573,0,0,0,0,0,0,0,0,0,0,6
6321,Mount Wellington East,"(-36.9014870132051, 174.838845423957)",Ellerslie Central,"(-36.892006862777, 174.807506707911)",2.984836744115966,0,0,15,0,0,0,0,0,0,0,15
6322,Mangaoraka,"(-39.1346922459169, 174.163885929122)",Bell Block West,"(-39.0299525201183, 174.137586162954)",11.84847508328995,0,0,18,0,0,0,0,0,0,0,21
6323,Papakura Central,"(-37.0654230514273, 174.942818855429)",Drury,"(-37.1060695932314, 174.936694022007)",4.543674617839855,0,0,6,0,0,0,0,0,0,0,9
6324,Cambridge Park-River Garden,"(-37.9013565467001, 175.449692342087)",Cambridge West,"(-37.8870045027963, 175.457797617143)",1.7452528821355577,0,0,12,0,9,0,6,0,0,0,30
6325,Paekakariki Hill,"(-41.0568477800818, 174.9090328296)",Whitby,"(-41.1171713439632, 174.891072683921)",6.867136282054117,0,0,6,0,0,0,0,0,0,0,9
6326,Allenton South,"(-43.8905411617382, 171.732326630363)",Ashburton West,"(-43.8985464456594, 171.744312282528)",1.3109426877356698,0,0,21,0,0,0,0,0,0,0,27
6327,Massey East,"(-36.8434826394063, 174.620571343735)",West Harbour West,"(-36.8187270095768, 174.622540373028)",2.7528528842045588,0,0,9,0,0,0,0,0,0,0,9
6328,Pakaraka,"(-35.3674663468183, 173.984462871579)",Kerikeri Central,"(-35.2250730934155, 173.950963038966)",16.08913601193789,0,0,6,0,0,0,9,0,0,0,18
6329,Karamu,"(-39.6282353522369, 176.883836294567)",Mayfair,"(-39.6401480818831, 176.863399419525)",2.197160192355048,0,0,9,0,0,0,9,0,0,0,15
6330,Omata,"(-39.0943159221779, 174.018538926966)",Westown ,"(-39.0747742035806, 174.060111093247)",4.2005572397619595,0,0,9,0,0,0,0,0,0,0,15
6331,Henderson Lincoln West,"(-36.8597986672495, 174.624113509453)",Avondale North (Auckland),"(-36.8895457732516, 174.695627492597)",7.179930264543767,0,0,0,0,0,0,0,0,0,0,6
6332,Mangere North,"(-36.9592276755664, 174.795036704167)",Ramarama,"(-37.1594514192461, 174.934081638126)",25.430226793119047,0,0,0,0,0,0,0,0,0,0,6
6333,Broadmeadows,"(-41.2350567240445, 174.793261049225)",Pipitea-Kaiwharawhara,"(-41.2762482199777, 174.787726393494)",4.598136735066453,0,9,0,0,0,0,0,0,0,0,18
6334,Everett Park,"(-39.2279330505956, 174.181167271187)",New Plymouth Central,"(-39.0570019170073, 174.075374538788)",21.06551928262767,0,9,0,0,0,0,0,0,0,0,18
6335,Rangiora South East,"(-43.308899053239, 172.61033582952)",Fernside,"(-43.3239586402264, 172.564502597295)",4.07715311789196,0,0,6,0,0,0,0,0,0,0,6
6336,Donegal Park,"(-36.9774925393146, 174.907856291223)",Auckland-University,"(-36.8514305677009, 174.769064686484)",18.672997638889225,0,18,0,18,0,0,0,9,0,0,48
6337,Omanu Beach,"(-37.6587085227134, 176.207750045395)",Tauranga Hospital,"(-37.7032085323278, 176.14700705574)",7.2873294414409955,0,6,0,0,0,0,0,0,0,0,9
6338,Khandallah South,"(-41.2526281694779, 174.788633278184)",Wellington University,"(-41.2890840052212, 174.767625296495)",4.414850654748552,0,6,0,0,0,0,0,18,0,0,30
6339,Fernside,"(-43.3239586402264, 172.564502597295)",Ilam University,"(-43.5233612753623, 172.578264594893)",22.181843386423633,0,12,0,0,0,0,0,0,0,0,12
6340,Saint Andrews West,"(-37.7531064554613, 175.250254387695)",Pukete East,"(-37.7416097297842, 175.244418423949)",1.3758005727994,0,0,57,0,0,0,0,0,0,0,66
6341,Marybank,"(-41.2288945631199, 173.32217365821)",Nayland,"(-41.3043281702186, 173.236486163006)",11.033551338399052,0,0,0,0,0,0,0,0,0,0,6
6342,Rolleston South East,"(-43.610581759933, 172.4018365265)",Rolleston North East,"(-43.5905954288163, 172.396025871635)",2.269592159649132,0,0,21,0,0,0,0,0,0,0,27
6343,Port Chalmers,"(-45.8122038331908, 170.617994086974)",Roseneath-Sawyers Bay,"(-45.8281024049704, 170.591286685965)",2.725887252145982,0,0,15,0,0,0,0,0,0,0,15
6344,Forrest Hill West,"(-36.7689583687832, 174.745135195968)",Queen Street,"(-36.84774103961, 174.765249722554)",8.92517913468508,0,15,0,0,0,0,0,15,0,0,36
6345,Pukete West,"(-37.7394206415582, 175.235270850379)",Frankton Junction ,"(-37.7965091612475, 175.262558848615)",6.777190741658751,0,0,6,0,0,0,0,0,0,0,6
6346,Endeavour,"(-41.1145913572187, 174.904157788278)",Wellington University,"(-41.2890840052212, 174.767625296495)",22.50969556365211,0,9,6,0,0,0,0,0,0,0,39
6347,Somerville,"(-36.9123424613331, 174.933941086752)",Shelly Park,"(-36.908308159566, 174.946451222578)",1.201392989988294,0,0,60,0,0,9,0,0,0,0,72
6348,Putararu Rural,"(-38.0965779255858, 175.732443716333)",Rotongata,"(-38.0989758883947, 175.548522162744)",16.135003503914753,0,0,0,0,0,0,6,0,0,0,6
6349,Karori Park,"(-41.2825887562618, 174.725657245872)",Newtown North,"(-41.3090008085551, 174.783194411625)",5.641715005318628,0,6,0,0,0,0,0,0,0,0,9
6350,Puketapu-Eskdale,"(-39.4377946971606, 176.791257570965)",Taradale South,"(-39.543233934809, 176.829890727517)",12.168992145824838,0,21,0,0,0,0,0,0,0,0,24
6351,Totara Vale South,"(-36.765833082604, 174.725736038982)",Akoranga,"(-36.7965749882019, 174.754512443534)",4.2704920455206175,0,9,0,0,0,0,0,0,0,0,12
6352,Poets Block,"(-41.1229041857507, 175.046046012194)",Trentham South,"(-41.1489054409155, 175.04082560982)",2.9206863234041993,0,0,0,0,0,0,0,0,0,0,15
6353,Westmere South-Western Springs,"(-36.86042307128, 174.722449451001)",Mount St John,"(-36.8823681227808, 174.780359472871)",5.708853051677759,0,0,0,0,0,0,24,0,0,0,30
6354,Lower Aramoho,"(-39.9045192453264, 175.053095982652)",Bastia-Durie Hill,"(-39.9343872833749, 175.065969649727)",3.494207190420911,0,0,9,0,0,0,0,0,0,0,9
6355,Burswood,"(-36.9224809503048, 174.89743986987)",Pakuranga Heights North West,"(-36.911601788235, 174.888616333703)",1.4407731918251165,0,0,15,0,0,0,0,0,0,0,15
6356,Leamington Central,"(-37.9105355880415, 175.472462849018)",Hillcrest West (Hamilton City),"(-37.7954666347269, 175.313265806318)",18.958295266935412,0,27,0,0,0,0,0,0,0,0,36
6357,Kingston-Mornington-Vogeltown,"(-41.319516685865, 174.765801877772)",Newtown North,"(-41.3090008085551, 174.783194411625)",1.8667979679255087,0,0,0,0,0,0,0,0,0,0,15
6358,Glenavon,"(-36.9091942519559, 174.703245532843)",New Lynn Central,"(-36.9074846712914, 174.685965712202)",1.5515929328842133,0,0,0,0,0,0,0,0,0,0,6
6359,Vivian East,"(-41.2969152421526, 174.780072360195)",Newtown North,"(-41.3090008085551, 174.783194411625)",1.3674503870294383,0,0,0,0,0,0,0,0,0,0,6
6360,Kilbirnie Central,"(-41.3169431695911, 174.792678991307)",Hataitai North,"(-41.3016252888711, 174.796298109085)",1.7279868629901447,0,0,0,0,0,0,0,0,0,0,6
6361,Point England,"(-36.8838682605029, 174.865329554055)",Orakei West,"(-36.8570831172544, 174.815257016542)",5.363602543064083,0,0,6,0,0,0,0,0,0,0,9
6362,Minden,"(-37.7727346458989, 176.015407806604)",Bethlehem Central,"(-37.7065879039271, 176.114981182161)",11.442451920552564,0,6,36,0,0,0,27,0,0,0,69
6363,Fitzroy ,"(-37.8178545318535, 175.300862966342)",Hamilton Central,"(-37.789380825711, 175.282030667612)",3.5691113391373865,0,6,0,0,0,0,0,0,0,0,15
6364,Highfield North,"(-44.3861515650091, 171.223187329554)",Highfield South,"(-44.3935282781664, 171.217806600667)",0.9250502936589015,0,0,12,0,0,15,0,0,0,0,27
6365,Hobsonville Point,"(-36.7969162532373, 174.661722026198)",Takapuna West,"(-36.7891091781411, 174.761170075111)",8.918156712342116,0,0,6,0,0,0,0,0,0,0,12
6366,Omaio,"(-41.3245971332498, 173.244386478663)",Tahunanui,"(-41.2844889031434, 173.241121120005)",4.46279823910187,0,0,9,0,0,0,0,0,0,0,9
6367,Te Papapa,"(-36.9186386637775, 174.796489808539)",Onehunga West,"(-36.9196555259547, 174.77421645442)",1.987891328285633,0,0,9,0,0,0,0,12,0,0,30
6368,Kumeu Rural East,"(-36.7765808490391, 174.574568858238)",Riverhead,"(-36.7581033140079, 174.583711792513)",2.2070227871069865,0,0,18,0,0,0,0,0,0,0,18
6369,Kuirau,"(-38.1347408443352, 176.242428288408)",Rotorua Central,"(-38.1356852120588, 176.254240124317)",1.0408467252704918,0,0,0,0,0,0,0,0,0,0,9
6370,Prestons,"(-43.477139606043, 172.667795996772)",Ilam University,"(-43.5233612753623, 172.578264594893)",8.877128434007199,0,27,0,0,0,0,0,0,0,0,42
6371,Maungaraki,"(-41.2084097806612, 174.879903070224)",Trentham South,"(-41.1489054409155, 175.04082560982)",15.03301698279203,0,0,0,0,0,0,0,0,0,0,9
6372,Raumanga,"(-35.7496880434782, 174.298963023356)",Kamo Central,"(-35.684862548829, 174.304915519315)",7.21277109709873,0,0,15,0,0,0,0,0,0,0,15
6373,Strowan,"(-43.5076195439645, 172.608746537018)",St Albans North,"(-43.5100332053092, 172.637291128775)",2.3237803629912333,0,0,6,0,0,0,0,0,0,0,9
6374,Massey Road South,"(-36.9718541893887, 174.822265498435)",Mangere Mascot,"(-36.9732853114429, 174.809454206631)",1.1517668531156133,0,0,9,0,0,0,0,0,0,0,12
6375,Waiake,"(-36.7066502641459, 174.744396696183)",Browns Bay Central,"(-36.714275845481, 174.743263072352)",0.8522678116411937,0,0,9,0,0,0,0,0,0,0,9
6376,Whatawhata East,"(-37.8004105911872, 175.159111475636)",Hamilton Central,"(-37.789380825711, 175.282030667612)",10.895290936829682,0,12,0,0,0,0,0,0,0,0,12
6377,Westmere North,"(-36.8544126655756, 174.718633057236)",Westmere South-Western Springs,"(-36.86042307128, 174.722449451001)",0.7488152654612064,0,0,63,0,12,165,0,0,0,0,246
6378,Taupaki,"(-36.8216468242331, 174.554249600799)",Kumeu-Huapai,"(-36.769982926634, 174.542866658294)",5.822652008985655,0,0,6,0,0,0,0,0,0,0,6
6379,Nelson Central-Trafalgar,"(-41.2727386266124, 173.282108777674)",Grampians,"(-41.2966005712358, 173.273515041287)",2.7461381632428195,0,0,6,0,0,6,0,0,0,0,15
6380,Glenholme South,"(-38.1536111723087, 176.247566317996)",Glenholme North,"(-38.1474132944233, 176.246067982759)",0.7003839693220565,0,0,42,0,6,21,0,0,0,0,69
6381,Cambridge Park-River Garden,"(-37.9013565467001, 175.449692342087)",Kaipaki,"(-37.8842645518194, 175.354058907128)",8.62320316200464,0,0,0,0,0,0,9,0,0,0,9
6382,Seaview,"(-44.3954871207001, 171.241695895165)",Waimataitai-Maori Hill,"(-44.3836581623284, 171.242032674552)",1.3147059701728407,0,0,27,0,0,18,0,0,0,0,57
6383,Mangorei,"(-39.1810293463635, 174.060176280861)",Frankleigh Park,"(-39.0842123749177, 174.070128978113)",10.782822166437995,0,0,6,0,0,0,0,0,0,0,6
6384,Riversdale-Piano Flat,"(-45.4864586255493, 169.031628110212)",Lumsden-Balfour,"(-45.749217392581, 168.61002109279)",43.97917843722667,0,0,0,0,0,0,33,0,0,0,36
6385,Quay Street-Customs Street,"(-36.8460198901555, 174.776462934543)",Hobson Ridge North,"(-36.8470710426346, 174.762769141146)",1.2269106069079678,0,0,0,0,0,6,0,0,0,0,9
6386,Waitoki,"(-36.6373475895948, 174.584234625916)",Auckland-University,"(-36.8514305677009, 174.769064686484)",28.92908896121444,0,6,0,0,0,0,0,15,0,0,21
6387,Omanu Beach,"(-37.6587085227134, 176.207750045395)",Bethlehem Central,"(-37.7065879039271, 176.114981182161)",9.757225241770302,0,0,0,0,0,0,0,0,0,0,6
6388,Henderson Valley,"(-36.9064158343315, 174.569173838846)",Henderson Lincoln South,"(-36.8672246782972, 174.623675053551)",6.52076262727437,0,0,9,0,0,0,9,0,0,0,21
6389,Makomako,"(-40.6240008443633, 175.274566463414)",Waitarere,"(-40.5737854146159, 175.257100243695)",5.768882418418711,0,0,0,0,0,0,0,0,0,0,6
6390,Tauranga South,"(-37.708425903253, 176.156819614486)",Otumoetai North,"(-37.6694635142952, 176.149039930498)",4.378560752455897,0,0,9,0,0,0,0,0,0,0,9
6391,Woodbourne,"(-41.5308030990199, 173.903637938379)",Lower Wairau ,"(-41.4854866322407, 174.006007519816)",9.918272583918224,0,0,21,0,0,0,0,0,0,0,21
6392,Enderley North,"(-37.7625682251174, 175.294233351834)",Silverdale (Hamilton City),"(-37.7912898816012, 175.329123890204)",4.428399236694778,0,0,0,0,0,0,0,0,0,0,6
6393,New Lynn Central South,"(-36.9138000277184, 174.682278315015)",Albany West,"(-36.7414673963809, 174.68787988426)",19.131040817369858,0,0,0,0,0,0,0,0,0,0,6
6394,Taradale South,"(-39.543233934809, 176.829890727517)",Mayfair,"(-39.6401480818831, 176.863399419525)",11.138413980350897,0,0,0,0,0,0,0,0,0,0,9
6395,Milford West,"(-36.7712983859684, 174.760194617137)",Queen Street,"(-36.84774103961, 174.765249722554)",8.49513733036791,0,12,0,0,0,0,0,0,0,0,21
6396,Remuera Abbotts Park,"(-36.8848783538802, 174.813114049662)",Newmarket,"(-36.8685388930797, 174.777062989042)",3.6903471708233546,0,0,9,0,0,0,0,12,0,0,21
6397,Naenae South,"(-41.2094648645279, 174.950503234716)",Waiwhetu,"(-41.225525822205, 174.917429816804)",3.297533200644746,0,0,9,0,0,0,0,0,0,0,9
6398,Crawshaw,"(-37.7720997185125, 175.234997520705)",Te Rapa South,"(-37.7614132219261, 175.241146140139)",1.303982275880693,0,9,15,0,0,0,0,0,0,0,30
6399,Pakuranga Heights North West,"(-36.911601788235, 174.888616333703)",Pakuranga West,"(-36.9181902091819, 174.86882676052)",1.9090302556491479,0,0,15,0,0,9,0,0,0,0,24
6400,Allandale,"(-37.968019262502, 176.986353821014)",Coastlands,"(-37.943560788512, 176.962334322244)",3.4389233413979525,0,0,9,0,0,0,0,0,0,0,15
6401,Howick West,"(-36.8932036426356, 174.919795111487)",Pakuranga Heights North West,"(-36.911601788235, 174.888616333703)",3.448270581140208,0,0,9,0,0,0,0,0,0,0,9
6402,Sunnyhills East,"(-36.9013799804928, 174.891406853071)",Penrose,"(-36.919998109564, 174.822589136134)",6.471437074189713,0,0,0,0,0,0,0,0,0,0,6
6403,Birkenhead South,"(-36.8160193645731, 174.730311981052)",Albany Central,"(-36.7282018578392, 174.704835178594)",10.00730687754359,0,9,0,0,0,0,0,0,0,0,15
6404,Glenbrook,"(-37.2018348806569, 174.755272048579)",Aka Aka,"(-37.2913273698865, 174.77509205907)",10.08655150347779,0,0,12,0,0,0,0,0,0,0,15
6405,Epsom South,"(-36.9043962121135, 174.766221697883)",Mount Albert Central,"(-36.8834503423131, 174.723396651018)",4.469269052453471,0,0,0,0,0,0,0,0,0,0,9
6406,Upper Hutt Central,"(-41.1271117234834, 175.076264904525)",Wallaceville,"(-41.1288852816391, 175.060868293951)",1.307804672403238,0,0,12,0,0,0,0,0,0,0,12
6407,Point England,"(-36.8838682605029, 174.865329554055)",Glendowie South,"(-36.8646606038074, 174.867237899327)",2.1383549740900816,0,0,21,0,0,6,0,0,0,0,36
