WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (170.168604918353 -44.0540593909191)",341600,Inland water Lake Pukaki,0,172.82436001,1373198.4536,5118224.62155,-44.05405939,170.16860492,170.168604918,-44.0540593909
"POINT (170.523067038072 -43.8882145365729)",341700,Inland water Lake Tekapo,0,93.86418342,1401039.1313,5137560.4416,-43.88821454,170.52306704,170.523067038,-43.8882145366
"POINT (170.093768471032 -44.2685566326626)",341800,Twizel,21.07163983,23.10255082,1368046.36665,5094190.39085,-44.26855663,170.09376847,170.093768471,-44.2685566327
"POINT (171.068571182587 -43.8561872999007)",341900,Opua (Mackenzie District),1978.382712,1978.382712,1444774.646,5142286.8548,-43.8561873,171.06857118,171.068571183,-43.8561872999
"POINT (170.593143736728 -44.5949764011697)",342100,Hakataramea,2059.65080389,2088.31243541,1408970.3515,5059223.11605,-44.5949764,170.59314374,170.593143737,-44.5949764012
"POINT (170.939761749361 -44.4996278743294)",342200,Maungati,696.26418248,696.26418248,1436213.98155,5070567.74725,-44.49962787,170.93976175,170.939761749,-44.4996278743
"POINT (171.109642268323 -44.490214453787)",342300,Lyalldale,109.3268115,109.3268115,1449695.15155,5071939.8508,-44.49021445,171.10964227,171.109642268,-44.4902144538
"POINT (171.051139331499 -44.6881376922944)",342400,Makikihi-Willowbridge,294.9108799,294.9108799,1445568.6523,5049845.2181,-44.68813769,171.05113933,171.051139331,-44.6881376923
"POINT (171.047793965839 -44.7220296353632)",342500,Waimate North,4.46429085,4.46429085,1445393.82965,5046074.0734,-44.72202963,171.04779397,171.047793966,-44.7220296354
"POINT (171.001032881467 -44.8537256840046)",342600,Morven-Glenavy-Ikawai,386.31598843,386.31598843,1442050.25185,5031354.89085,-44.85372568,171.00103288,171.001032881,-44.853725684
"POINT (171.038325276317 -44.732404956944)",342700,Waimate West,0.9267257,0.9267257,1444671.72755,5044903.52495,-44.73240496,171.03832528,171.038325276,-44.7324049569
"POINT (171.047347288365 -44.7377060248919)",342800,Waimate East,2.60293037,2.60293037,1445400.23685,5044331.8484,-44.73770602,171.04734729,171.047347288,-44.7377060249
"POINT (-175.932647222587 -44.0900088206733)",342900,Oceanic Chatham Islands,0,12583.8392476,2486126.7716,5058201.52725,-44.09000893,-175.93264637,-175.932647223,-44.0900088207
"POINT (-176.367963334859 -43.7798713950124)",343000,Chatham Islands,793.94721961,993.84997249,2455752.33985,5097314.9788,-43.77987148,-176.36796277,-176.367963335,-43.779871395
"POINT (169.950563419944 -44.4747130611004)",343100,Aviemore,3483.8756187,3532.65342217,1357469.64525,5070875.77815,-44.47471306,169.95056342,169.95056342,-44.4747130611
"POINT (169.846739519735 -44.2209487105667)",343200,Inland water Lake Ohau,0,59.76085292,1348126.593,5098750.1096,-44.22094871,169.84673952,169.84673952,-44.2209487106
"POINT (170.502109015112 -44.894349959434)",343300,Danseys Pass,711.4924044,711.4924044,1402766.19915,5025750.41775,-44.89434996,170.50210901,170.502109015,-44.8943499594
"POINT (170.697417811404 -45.0621390943313)",343400,Ngapara,1134.61918918,1134.61918918,1418717.6042,5007567.46015,-45.06213909,170.69741781,170.697417811,-45.0621390943
"POINT (171.020356863017 -45.0023934061742)",343500,Lower Waitaki,172.9347558,172.9347558,1443980.29135,5014877.3676,-45.00239341,171.02035686,171.020356863,-45.0023934062
"POINT (170.551595496979 -45.3924414226923)",343600,Waihemo,1312.31794184,1312.31794184,1408350.84045,4970536.6844,-45.39244142,170.5515955,170.551595497,-45.3924414227
"POINT (170.705344085109 -45.27731871546)",343700,Maheno,262.40950212,262.40950212,1420020.9573,4983680.8392,-45.27731871,170.70534409,170.705344085,-45.2773187155
"POINT (170.930719049329 -45.0890846523924)",343800,Weston,3.30643394,3.30643394,1437161.99035,5005070.4072,-45.08908465,170.93071905,170.930719049,-45.0890846524
"POINT (171.000036903609 -45.0640447109482)",343900,Oamaru North Milner Park,7.13438315,7.13438315,1442548.0418,5007989.3039,-45.06404471,171.0000369,171.000036904,-45.0640447109
"POINT (170.977653657762 -45.0805856532654)",344000,Oamaru North Orana Park,2.76059418,2.76059418,1440831.80545,5006107.98805,-45.08058565,170.97765366,170.977653658,-45.0805856533
"POINT (170.945397262462 -45.0982039132178)",344100,Oamaru Gardens,1.42438077,1.42438077,1438342.80315,5004086.80915,-45.09820391,170.94539726,170.945397262,-45.0982039132
"POINT (170.967268703359 -45.090875879143)",344200,Glen Warren,1.80084311,1.80084311,1440043.1934,5004944.369,-45.09087588,170.9672687,170.967268703,-45.0908758791
"POINT (170.947321055149 -45.1068193087115)",344300,Holmes Hill,2.61920331,2.61920331,1438518.46735,5003133.57655,-45.10681931,170.94732106,170.947321055,-45.1068193087
"POINT (170.971824803174 -45.1007158001485)",344400,Oamaru Central,0.96435334,0.96435334,1440429.13335,5003860.26345,-45.1007158,170.9718248,170.971824803,-45.1007158001
"POINT (170.961385645023 -45.1057956715882)",344500,South Hill,1.44830445,1.44830445,1439622.0413,5003275.28885,-45.10579567,170.96138565,170.961385645,-45.1057956716
"POINT (170.97634366282 -45.1072761795951)",344600,Inlet Port Oamaru,0,0.23236985,1440802.90545,5003140.3847,-45.10727618,170.97634366,170.976343663,-45.1072761796
"POINT (170.709543593335 -45.4814725778985)",344700,Palmerston,8.77063444,8.77063444,1420996.0247,4961010.00665,-45.48147258,170.70954359,170.709543593,-45.4814725779
"POINT (169.280903878633 -44.9431435752184)",344800,Lindis-Nevis Valleys,2884.60137916,2904.77430665,1306587.95955,5016633.91565,-44.94314357,169.28090388,169.280903879,-44.9431435752
"POINT (169.170476414535 -45.0641197522183)",344900,Cromwell West,12.03499822,12.03499822,1298512.0707,5002788.98025,-45.06411975,169.17047641,169.170476415,-45.0641197522
"POINT (169.206179068768 -45.0374787353061)",345000,Cromwell East,3.59489515,3.59489515,1301183.9422,5005881.04425,-45.03747874,169.20617907,169.206179069,-45.0374787353
"POINT (169.725560904536 -45.0524266020711)",345100,Manuherikia-Ida Valleys,2511.0885648,2511.0885648,1342159.6627,5006008.2338,-45.0524266,169.7255609,169.725560905,-45.0524266021
"POINT (169.250869347243 -45.281090599915)",345200,Earnscleugh,391.8513942,394.25192134,1305961.36705,4978982.5677,-45.2810906,169.25086935,169.250869347,-45.2810905999
"POINT (169.439430856307 -45.1990538286119)",345300,Dunstan-Galloway,444.83920099,444.83920099,1320347.114,4988767.28475,-45.19905383,169.43943086,169.439430856,-45.1990538286
"POINT (169.324454818418 -45.1924701190178)",345400,Clyde,2.08467545,2.08467545,1311283.45295,4989093.5082,-45.19247012,169.32445482,169.324454818,-45.192470119
"POINT (169.389847440978 -45.243638355461)",345500,Alexandra North,4.60319826,4.60319826,1316674.60315,4983641.2441,-45.24363835,169.38984744,169.389847441,-45.2436383555
"POINT (169.375785410127 -45.2521042100642)",345600,Alexandra South,5.15697103,5.15697103,1315613.328,4982651.2291,-45.25210421,169.37578541,169.37578541,-45.2521042101
"POINT (170.020869083116 -45.2528232880822)",345700,Maniototo,2371.06907865,2371.06907865,1366234.61385,4984645.2795,-45.25282329,170.02086908,170.020869083,-45.2528232881
"POINT (169.426678965164 -45.5822705917806)",345800,Teviot Valley,1302.49934545,1314.97606194,1321238.21195,4946150.61155,-45.58227059,169.42667896,169.426678965,-45.5822705918
"POINT (169.409515678046 -44.476272474448)",345900,Outer Wanaka,3175.97957667,3175.97957667,1314445.2033,5068953.6712,-44.47627247,169.40951568,169.409515678,-44.4762724744
"POINT (168.35593395237 -44.7273475820753)",346000,Glenorchy,1464.37040501,1464.37040501,1232240.67295,5036836.87045,-44.72734758,168.35593395,168.355933952,-44.7273475821
"POINT (169.111496643947 -44.5272369146184)",346100,Inland water Lake Wanaka,0,200.96822514,1291012.51945,5062207.04675,-44.52723691,169.11149664,169.111496644,-44.5272369146
"POINT (168.71544041555 -44.8371299426874)",346200,Outer Wakatipu,1880.05664368,1880.05664368,1261353.77965,5026205.89055,-44.83712994,168.71544041,168.715440416,-44.8371299427
"POINT (169.394474287761 -44.3817918724763)",346300,Inland water Lake Hawea,0,157.10079004,1312785.98415,5079395.9428,-44.38179187,169.39447429,169.394474288,-44.3817918725
"POINT (169.049726329897 -44.7825550192408)",346400,Cardrona,858.12453849,858.12453849,1287480.52985,5033609.48495,-44.78255502,169.04972633,169.04972633,-44.7825550192
"POINT (168.554599937474 -45.0866644169035)",346500,Inland water Lake Wakatipu,0,294.58269496,1250163.85165,4997801.6193,-45.08666442,168.55459994,168.554599937,-45.0866644169
"POINT (169.130836536711 -44.6739947532454)",346600,Wanaka Waterfront,3.89203944,3.89203944,1293323.5268,5045977.7864,-44.67399475,169.13083654,169.130836537,-44.6739947532
"POINT (169.15232062517 -44.6800410872)",346700,Wanaka North,7.76828063,7.76828063,1295058.1837,5045386.88415,-44.68004109,169.15232063,169.152320625,-44.6800410872
"POINT (169.115279509034 -44.7033624098653)",346800,Wanaka West,4.42402656,4.42402656,1292246.2186,5042656.75165,-44.70336241,169.11527951,169.115279509,-44.7033624099
"POINT (169.182010759587 -44.68367444538)",346900,Albert Town,4.95955478,4.95955478,1297430.2092,5045094.12555,-44.68367445,169.18201076,169.18201076,-44.6836744454
"POINT (169.149949519723 -44.7051942718625)",347000,Wanaka Central,7.56235683,7.56235683,1295002.5102,5042583.87405,-44.70519427,169.14994952,169.14994952,-44.7051942719
"POINT (169.266784249092 -44.6138787871687)",347100,Lake Hawea,2.38899517,2.38899517,1303792.969,5053159.038,-44.61387879,169.26678425,169.266784249,-44.6138787872
"POINT (169.294319602655 -44.6872814524656)",347200,Upper Clutha Valley,161.06644988,161.06644988,1306348.9062,5045104.96525,-44.68728145,169.2943196,169.294319603,-44.6872814525
"POINT (168.513057043949 -45.1961915202538)",347300,Kingston,1012.53590033,1012.53590033,1247571.4138,4985453.58715,-45.19619152,168.51305704,168.513057044,-45.1961915203
"POINT (168.673262892077 -44.9892490871824)",347400,Arthurs Point,5.52125467,5.52125467,1258922.779,5009130.5068,-44.98924909,168.67326289,168.673262892,-44.9892490872
"POINT (168.783826668259 -44.9714097157626)",347500,Wakatipu Basin,59.50827493,59.50827493,1267535.2734,5011572.46025,-44.97140971,168.78382667,168.783826668,-44.9714097158
"POINT (168.699403326087 -45.007606579202)",347600,Queenstown Hill,15.40032073,15.40032073,1261091.8711,5007201.111,-45.00760658,168.69940333,168.699403326,-45.0076065792
"POINT (168.661730036506 -45.0226437128658)",347700,Warren Park,0.94256382,0.94256382,1258212.66385,5005372.08825,-45.02264371,168.66173004,168.661730037,-45.0226437129
"POINT (168.631068726704 -45.0413032339864)",347800,Sunshine Bay-Fernhill,1.31223993,1.31223993,1255909.0849,5003169.1531,-45.04130323,168.63106873,168.631068727,-45.041303234
"POINT (168.838415563162 -44.9457261025977)",347900,Arrowtown,2.361622,2.361622,1271693.1797,5014648.39685,-44.9457261,168.83841556,168.838415563,-44.9457261026
"POINT (168.748760955342 -44.9947895169257)",348000,Quail Rise,6.26900083,6.26900083,1264906.6511,5008830.59405,-44.99478952,168.74876096,168.748760955,-44.9947895169
"POINT (168.654603429855 -45.0327314959582)",348100,Queenstown Central,0.80628642,0.80628642,1257711.44265,5004221.30495,-45.0327315,168.65460343,168.65460343,-45.032731496
"POINT (168.672497656351 -45.0328946097437)",348200,Queenstown East,0.97606981,0.97606981,1259121.9447,5004278.80805,-45.03289461,168.67249766,168.672497656,-45.0328946097
"POINT (168.689397846464 -45.0269975180347)",348300,Frankton Arm,1.20173481,1.20173481,1260418.23775,5005005.03665,-45.02699752,168.68939785,168.689397846,-45.026997518
"POINT (168.745852808613 -45.0182569699106)",348400,Frankton,7.61602283,7.61602283,1264814.5618,5006211.60215,-45.01825697,168.74585281,168.745852809,-45.0182569699
"POINT (168.81476849399 -44.9795582551061)",348500,Lake Hayes,5.92521796,8.76454088,1270022.0022,5010793.91745,-44.97955825,168.81476849,168.814768494,-44.9795582551
"POINT (168.723252395528 -45.0390866051245)",348600,Kelvin Heights,9.27530799,9.27530799,1263156.2911,5003803.7445,-45.0390866,168.7232524,168.723252396,-45.0390866051
"POINT (168.775725463025 -45.0067925335781)",348700,Shotover Country,3.04530698,3.04530698,1267101.70365,5007608.56205,-45.00679253,168.77572546,168.775725463,-45.0067925336
"POINT (168.793744389279 -45.0022808188764)",348800,Lake Hayes Estate,1.93638722,1.93638722,1268495.6365,5008183.77125,-45.00228082,168.79374439,168.793744389,-45.0022808189
"POINT (168.737156158662 -45.071826249259)",348900,Jacks Point,14.48030644,14.48030644,1264443.2513,5000224.61855,-45.07182625,168.73715616,168.737156159,-45.0718262493
"POINT (170.122705499341 -45.6328690502034)",349000,Strath Taieri,2114.95611665,2114.95611665,1375737.48715,4942714.79305,-45.63286905,170.1227055,170.122705499,-45.6328690502
"POINT (170.532498915915 -45.6249391230318)",349100,Bucklands Crossing,421.9573769,421.9573769,1407650.07575,4944661.5434,-45.62493912,170.53249892,170.532498916,-45.624939123
"POINT (170.667257671633 -45.6031229196447)",349200,Waikouaiti,7.32714881,7.32714881,1418084.2856,4947399.98735,-45.60312292,170.66725767,170.667257672,-45.6031229196
"POINT (170.202713694873 -45.9356877271146)",349300,Momona,217.72425156,217.72425156,1383151.54805,4909292.8317,-45.93568773,170.20271369,170.202713695,-45.9356877271
"POINT (170.366338208529 -45.8271335903839)",349400,Taieri,150.19446241,150.19446241,1395437.3262,4921785.5962,-45.82713359,170.36633821,170.366338209,-45.8271335904
"POINT (170.583148709742 -45.7300537017909)",349500,Inlets other Dunedin City,0,16.54697161,1411950.9747,4933103.8526,-45.7300537,170.58314871,170.58314871,-45.7300537018
"POINT (170.569709367805 -45.7837485320371)",349600,Mount Cargill,129.7606838,129.7606838,1411086.6891,4927106.6884,-45.78374853,170.56970937,170.569709368,-45.783748532
"POINT (170.338315453681 -45.8731068716805)",349700,Bush Road,0.87644248,0.87644248,1393431.1509,4916605.7503,-45.87310687,170.33831545,170.338315454,-45.8731068717
"POINT (170.364354656923 -45.8664627925705)",349800,Mosgiel East,3.34393765,3.34393765,1395427.57765,4917411.0168,-45.86646279,170.36435466,170.364354657,-45.8664627926
"POINT (170.347865492495 -45.8786698621507)",349900,Mosgiel Central,1.23774409,1.23774409,1394192.8487,4916012.3843,-45.87866986,170.34786549,170.347865492,-45.8786698622
"POINT (170.356438216116 -45.8766603092562)",350000,Seddon Park,1.55942967,1.55942967,1394850.68285,4916257.73265,-45.87666031,170.35643822,170.356438216,-45.8766603093
"POINT (170.386277643063 -45.8670074835462)",350100,Wingatui,6.82243928,6.82243928,1397131.1349,4917406.48525,-45.86700748,170.38627764,170.386277643,-45.8670074835
"POINT (170.38272517172 -45.9129103090086)",350200,Saddle Hill-Chain Hills,47.41641892,47.41641892,1397022.7936,4912297.5849,-45.91291031,170.38272517,170.382725172,-45.912910309
"POINT (170.351889425349 -45.8910338550988)",350300,East Taieri,3.11996211,3.11996211,1394550.71475,4914649.1069,-45.89103385,170.35188942,170.351889425,-45.8910338551
"POINT (170.466542276432 -45.8570668720701)",350400,Halfway Bush,1.70481455,1.70481455,1403325.8317,4918711.87155,-45.85706687,170.46654228,170.466542276,-45.8570668721
"POINT (170.483406411842 -45.8493635273321)",350500,Helensburgh,1.46131297,1.46131297,1404607.991,4919609.1489,-45.84936353,170.48340641,170.483406412,-45.8493635273
"POINT (170.499607059873 -45.8432139569108)",350600,Glenleith,2.12346077,2.12346077,1405844.4043,4920331.9095,-45.84321396,170.49960706,170.49960706,-45.8432139569
"POINT (170.400797407614 -45.9016140601653)",350700,Fairfield (Dunedin City),3.9557389,3.9557389,1398383.39865,4913598.4744,-45.90161406,170.40079741,170.400797408,-45.9016140602
"POINT (170.61716759583 -45.8382738657554)",350800,Inlet Otago Harbour,0,47.6029179,1414956.4459,4921160.01175,-45.83827386,170.6171676,170.617167596,-45.8382738658
"POINT (170.461603697861 -45.8668977384431)",350900,Brockville,1.47132967,1.47132967,1402977.2034,4917607.46785,-45.86689774,170.4616037,170.461603698,-45.8668977384
"POINT (170.486218637786 -45.8583870531894)",351000,Wakari,2.2062971,2.2062971,1404857.9144,4918613.50845,-45.85838705,170.48621864,170.486218638,-45.8583870532
"POINT (170.422631623162 -45.8981581953942)",351100,Abbotsford,2.3645374,2.3645374,1400064.6025,4914037.4073,-45.89815819,170.42263162,170.422631623,-45.8981581954
"POINT (170.374257869016 -45.9339513429626)",351200,Brighton,3.39318287,3.39318287,1396443.16265,4909938.29425,-45.93395134,170.37425787,170.374257869,-45.933951343
"POINT (170.51388060932 -45.8482568915539)",351300,Pine Hill-Dalmore,1.17720849,1.17720849,1406970.17925,4919806.2584,-45.84825689,170.51388061,170.513880609,-45.8482568916
"POINT (170.448766433116 -45.8963285453685)",351400,Kaikorai-Bradford,3.43901556,3.43901556,1402085.4253,4914305.88435,-45.89632854,170.44876643,170.448766433,-45.8963285454
"POINT (170.500646519601 -45.8577779692606)",351500,Maori Hill,1.0106075,1.0106075,1405975.7947,4918716.3625,-45.85777797,170.50064652,170.50064652,-45.8577779693
"POINT (170.491757203105 -45.8671190737253)",351600,Roslyn (Dunedin City),1.29448954,1.29448954,1405318.35825,4917656.90185,-45.86711907,170.4917572,170.491757203,-45.8671190737
"POINT (170.529684564883 -45.8468284143942)",351700,North East Valley Chingford,1.0826699,1.0826699,1408192.31175,4920003.06745,-45.84682841,170.52968456,170.529684565,-45.8468284144
"POINT (170.591286685965 -45.8281024049704)",351800,Roseneath-Sawyers Bay,4.96568148,4.96568148,1412912.5479,4922229.7475,-45.8281024,170.59128669,170.591286686,-45.828102405
"POINT (170.544903410762 -45.8417597008458)",351900,Normanby,1.41870905,1.41870905,1409356.6358,4920602.66965,-45.8417597,170.54490341,170.544903411,-45.8417597008
"POINT (170.522372529404 -45.8523861876402)",352000,North East Valley Knox,0.66777942,0.66777942,1407643.74925,4919367.99415,-45.85238619,170.52237253,170.522372529,-45.8523861876
"POINT (170.481377303944 -45.8748166220775)",352100,Belleknowes,1.12695015,1.12695015,1404539.7204,4916776.3132,-45.87481662,170.4813773,170.481377304,-45.8748166221
"POINT (170.519168536828 -45.8587784870175)",352200,Gardens (Dunedin City),1.51173629,1.51173629,1407417.0844,4918650.075,-45.85877849,170.51916854,170.519168537,-45.858778487
"POINT (170.46858497429 -45.8868412734434)",352300,Kenmure,1.10022035,1.10022035,1403589.37865,4915408.93345,-45.88684127,170.46858497,170.468584974,-45.8868412734
"POINT (170.507862636695 -45.8629021716502)",352400,Campus West,0.32160378,0.32160378,1406553.7518,4918164.5794,-45.86290217,170.50786264,170.507862637,-45.8629021717
"POINT (170.425534532796 -45.9198456429758)",352500,Waldronville,9.53817928,9.53817928,1400367.60005,4911635.17115,-45.91984564,170.42553453,170.425534533,-45.919845643
"POINT (170.437369250873 -45.9070971220915)",352600,Green Island,3.64510434,3.64510434,1401239.7494,4913081.1272,-45.90709712,170.43736925,170.437369251,-45.9070971221
"POINT (170.617994086974 -45.8122038331908)",352700,Port Chalmers,3.2334276,3.2334276,1414934.21415,4924058.3285,-45.81220383,170.61799409,170.617994087,-45.8122038332
"POINT (170.504666150198 -45.8666800365636)",352800,Royal Terrace,0.2764839,0.2764839,1406318.76435,4917737.09915,-45.86668004,170.50466615,170.50466615,-45.8666800366
"POINT (170.492727245981 -45.8757494038983)",352900,Arthur Street,0.71722274,0.71722274,1405423.78495,4916700.4283,-45.8757494,170.49272725,170.492727246,-45.8757494039
"POINT (170.541948781765 -45.8551761329636)",353000,Opoho,2.35880387,2.35880387,1409173.11725,4919105.02925,-45.85517613,170.54194878,170.541948782,-45.855176133
"POINT (170.519502465551 -45.8649121458207)",353100,Campus North,0.60673268,0.60673268,1407464.1922,4917969.42435,-45.86491215,170.51950247,170.519502466,-45.8649121458
"POINT (170.51211678589 -45.8679379203742)",353200,Campus South,0.47018425,0.47018425,1406901.4106,4917615.4074,-45.86793792,170.51211679,170.512116786,-45.8679379204
"POINT (170.484042358993 -45.8856444820876)",353300,Mornington,1.06980458,1.06980458,1404784.4879,4915579.85015,-45.88564448,170.48404236,170.484042359,-45.8856444821
"POINT (170.502912214041 -45.8771247112934)",353400,Dunedin Central,1.3070742,1.3070742,1406218.95515,4916572.42315,-45.87712471,170.50291221,170.502912214,-45.8771247113
"POINT (170.475685223805 -45.8919454171567)",353500,Maryhill,1.23501707,1.23501707,1404158.2213,4914859.3173,-45.89194542,170.47568522,170.475685224,-45.8919454172
"POINT (170.565348060936 -45.8525040645956)",353600,Ravensbourne-St Leonards,4.90925957,4.90925957,1410980.59385,4919457.58895,-45.85250406,170.56534806,170.565348061,-45.8525040646
