WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (174.831779292525 -36.9021211328803)",146200,Mount Wellington Ferndale,0.85764389,0.85764389,1763201.01875,5914418.79135,-36.90212113,174.83177929,174.831779293,-36.9021211329
"POINT (174.865329554055 -36.8838682605029)",146300,Point England,1.49144741,1.49144741,1766230.0424,5916385.97445,-36.88386826,174.86532955,174.865329554,-36.8838682605
"POINT (174.903790699829 -36.8606862841556)",146400,Bucklands Beach North,1.38358083,1.38358083,1769709.1827,5918890.27675,-36.86068628,174.9037907,174.9037907,-36.8606862842
"POINT (174.838845423957 -36.9014870132051)",146500,Mount Wellington East,0.59950667,0.59950667,1763831.9875,5914477.0313,-36.90148701,174.83884542,174.838845424,-36.9014870132
"POINT (174.827710934122 -36.9111679123768)",146600,Mount Wellington West,0.77910143,0.77910143,1762819.28285,5913422.0283,-36.91116791,174.82771093,174.827710934,-36.9111679124
"POINT (174.844746387687 -36.8996553818347)",146700,Panmure West,0.64310957,0.64310957,1764361.71495,5914670.09415,-36.89965538,174.84474639,174.844746388,-36.8996553818
"POINT (174.788540047435 -36.9435697643235)",146800,Mangere Bridge,1.61801696,1.61801696,1759262.02975,5909893.30195,-36.94356976,174.78854005,174.788540047,-36.9435697643
"POINT (175.052186125518 -36.7792755595849)",146900,Oneroa East-Palm Beach,3.67314986,3.67314986,1783133.07555,5927648.71675,-36.77927556,175.05218612,175.052186126,-36.7792755596
"POINT (174.861874644382 -36.8952158146188)",147000,Tamaki,1.29535319,1.29535319,1765897.5583,5915133.0028,-36.89521581,174.86187464,174.861874644,-36.8952158146
"POINT (174.860357509865 -36.902285101204)",147100,Panmure East,1.01366203,1.01366203,1765747.06895,5914351.31815,-36.9022851,174.86035751,174.86035751,-36.9022851012
"POINT (174.844608048261 -36.9083361913532)",147200,Mount Wellington Central,1.20738713,1.20738713,1764330.7627,5913707.21735,-36.90833619,174.84460805,174.844608048,-36.9083361914
"POINT (175.169634567219 -36.7981171470422)",147300,Bays Waiheke Island,0,35.91134403,1793567.9062,5925326.874,-36.79811715,175.16963457,175.169634567,-36.798117147
"POINT (174.84049018767 -36.9148522204112)",147400,Sylvia Park,0.55720563,0.55720563,1763949.927,5912991.36675,-36.91485222,174.84049019,174.840490188,-36.9148522204
"POINT (174.785859895791 -36.9525157289744)",147500,Mangere Mountain View,1.69738429,1.69738429,1759004.75025,5908905.2469,-36.95251573,174.7858599,174.785859896,-36.952515729
"POINT (175.029850035785 -36.7961349341359)",147600,Surfdale,2.61127994,2.61127994,1781099.90545,5925820.71925,-36.79613493,175.02985004,175.029850036,-36.7961349341
"POINT (174.851621819717 -36.9204606405257)",147700,Mount Wellington Industrial,3.33330808,3.33330808,1764929.54075,5912349.92575,-36.92046064,174.85162182,174.85162182,-36.9204606405
"POINT (174.896650146687 -36.8860238169963)",147800,Half Moon Bay West,1.13580706,1.28096434,1769016.7289,5916091.79655,-36.88602382,174.89665015,174.896650147,-36.886023817
"POINT (174.774008587411 -36.9891028983174)",147900,Auckland Airport,23.07816449,23.07816449,1757873.85785,5904865.70405,-36.9891029,174.77400859,174.774008587,-36.9891028983
"POINT (174.913490738081 -36.8767443281998)",148000,Eastern Beach,1.18089038,1.18089038,1770538.24925,5917091.3772,-36.87674433,174.91349074,174.913490738,-36.8767443282
"POINT (174.872694024081 -36.9085094979079)",148100,Sunnyhills West-Pakuranga North,1.62660244,1.62660244,1766832.73165,5913639.2234,-36.9085095,174.87269402,174.872694024,-36.9085094979
"POINT (174.808956081159 -36.9492011127833)",148200,Favona North,1.10911439,1.10911439,1761068.3001,5909234.1995,-36.94920111,174.80895608,174.808956081,-36.9492011128
"POINT (174.907656095152 -36.8800133622951)",148300,Bucklands Beach Central,0.57859096,0.57859096,1770010.9377,5916739.094,-36.88001336,174.9076561,174.907656095,-36.8800133623
"POINT (174.883806652926 -36.8954659929232)",148400,Farm Cove,0.97579917,0.97579917,1767851.4027,5915066.8794,-36.89546599,174.88380665,174.883806653,-36.8954659929
"POINT (174.795036704167 -36.9592276755664)",148500,Mangere North,0.71610265,0.71610265,1759807.8549,5908145.21675,-36.95922768,174.7950367,174.795036704,-36.9592276756
"POINT (174.800111550859 -36.9559283369304)",148600,Favona West,0.85944157,0.85944157,1760266.6147,5908502.745,-36.95592834,174.80011155,174.800111551,-36.9559283369
"POINT (175.052204657921 -36.7926383194402)",148700,Ostend,3.91381801,3.91381801,1783102.91625,5926166.0891,-36.79263832,175.05220466,175.052204658,-36.7926383194
"POINT (174.904946592939 -36.8864556806101)",148800,Half Moon Bay North East,0.64603014,0.64603014,1769755.1726,5916029.1532,-36.88645568,174.90494659,174.904946593,-36.8864556806
"POINT (174.790014478768 -36.9656438362389)",148900,Mangere West,0.94253489,0.94253489,1759347.32045,5907441.77255,-36.96564384,174.79001448,174.790014479,-36.9656438362
"POINT (174.86882676052 -36.9181902091819)",149000,Pakuranga West,1.39204826,1.39204826,1766467.12585,5912571.92425,-36.91819021,174.86882676,174.868826761,-36.9181902092
"POINT (174.845964197712 -36.931130937143)",149100,Mount Wellington South West,0.69676276,0.69676276,1764402.6277,5911175.84985,-36.93113094,174.8459642,174.845964198,-36.9311309371
"POINT (174.891406853071 -36.9013799804928)",149200,Sunnyhills East,0.87367206,0.87367206,1768515.6572,5914397.3318,-36.90137998,174.89140685,174.891406853,-36.9013799805
"POINT (174.902524869921 -36.8946658671465)",149300,Half Moon Bay South East,0.83429938,0.83429938,1769521.18,5915122.55175,-36.89466587,174.90252487,174.90252487,-36.8946658671
"POINT (174.810878633623 -36.9558874741552)",149400,Favona East,0.63568423,0.63568423,1761225.39925,5908489.11005,-36.95588747,174.81087863,174.810878634,-36.9558874742
"POINT (174.855443687264 -36.9269911839914)",149500,Mount Wellington South East,0.67318677,0.67318677,1765255.89865,5911618.7556,-36.92699118,174.85544369,174.855443687,-36.926991184
"POINT (174.827984146702 -36.9501702972579)",149600,Otahuhu Industrial,1.84535251,1.84535251,1762760.6441,5909094.33325,-36.9501703,174.82798415,174.827984147,-36.9501702973
"POINT (174.913187562893 -36.8898081286339)",149700,Bucklands Beach South,1.12045176,1.12045176,1770482.16755,5915642.5097,-36.88980813,174.91318756,174.913187563,-36.8898081286
"POINT (174.877811008844 -36.9147051106243)",149800,Pakuranga Central,1.12595262,1.12595262,1767275.09925,5912942.86625,-36.91470511,174.87781101,174.877811009,-36.9147051106
"POINT (174.632168558353 -37.1498963649926)",149900,Awhitu,221.55844737,221.55844737,1744943.7228,5887251.9874,-37.14989636,174.63216856,174.632168558,-37.149896365
"POINT (174.810254301459 -36.9617093699936)",150000,Harania North,0.94437248,0.94437248,1761157.53455,5907844.23905,-36.96170937,174.8102543,174.810254301,-36.96170937
"POINT (174.836045982904 -36.9417555625677)",150100,Otahuhu Central,1.26371643,1.26371643,1763496.5134,5910014.13,-36.94175556,174.83604598,174.836045983,-36.9417555626
"POINT (174.79882139457 -36.9710135543173)",150200,Mangere Central,1.44492264,1.44492264,1760120.1332,5906831.2424,-36.97101355,174.79882139,174.798821395,-36.9710135543
"POINT (174.847220107795 -36.9382852141507)",150300,Otahuhu North,0.72481482,0.72481482,1764499.10765,5910379.9288,-36.93828521,174.84722011,174.847220108,-36.9382852142
"POINT (174.919795111487 -36.8932036426356)",150400,Howick West,1.19261311,1.19261311,1771063.44095,5915253.9537,-36.89320364,174.91979511,174.919795111,-36.8932036426
"POINT (174.888616333703 -36.911601788235)",150500,Pakuranga Heights North West,0.76233989,0.76233989,1768244.5525,5913268.16465,-36.91160179,174.88861633,174.888616334,-36.9116017882
"POINT (174.930402482909 -36.8871594611989)",150600,Mellons Bay,1.67597292,1.67597292,1772022.27955,5915905.4754,-36.88715946,174.93040248,174.930402483,-36.8871594612
"POINT (174.899037527776 -36.9086275372358)",150700,Pakuranga Heights East,1.79066061,1.79066061,1769179.57515,5913579.7162,-36.90862754,174.89903753,174.899037528,-36.9086275372
"POINT (174.822056072197 -36.9587264456183)",150800,Sutton Park,0.73066561,0.73066561,1762214.6137,5908155.15575,-36.95872645,174.82205607,174.822056072,-36.9587264456
"POINT (174.862668199115 -36.9327230071883)",150900,Otahuhu East,0.78748523,0.78748523,1765886.9903,5910970.26995,-36.93272301,174.8626682,174.862668199,-36.9327230072
"POINT (174.795144889047 -36.9787588705944)",151000,Mangere South,0.83312102,0.83312102,1759776.64405,5905978.0907,-36.97875887,174.79514489,174.795144889,-36.9787588706
"POINT (175.078398059648 -36.7958437263539)",151100,Onetangi,5.96163345,5.96163345,1785432.5183,5925759.9661,-36.79584373,175.07839806,175.07839806,-36.7958437264
"POINT (174.814633035909 -36.9675009524333)",151200,Harania South,0.77647517,0.77647517,1761535.1454,5907194.25615,-36.96750095,174.81463304,174.814633036,-36.9675009524
"POINT (174.909370892596 -36.9047310408468)",151300,Highland Park (Auckland),1.37635731,1.37635731,1770108.894,5913993.6458,-36.90473104,174.90937089,174.909370893,-36.9047310408
"POINT (174.840055031961 -36.9521671940793)",151400,Otahuhu South West,1.24162382,1.24162382,1763831.2399,5908852.09135,-36.95216719,174.84005503,174.840055032,-36.9521671941
"POINT (174.886787187654 -36.9198534988933)",151500,Pakuranga Heights South West,0.97371434,0.97371434,1768063.47415,5912355.8749,-36.9198535,174.88678719,174.886787188,-36.9198534989
"POINT (174.809454206631 -36.9732853114429)",151600,Mangere Mascot,0.78432156,0.78432156,1761061.90005,5906561.26395,-36.97328531,174.80945421,174.809454207,-36.9732853114
"POINT (175.127969366984 -36.7979805499561)",151700,Waiheke East,87.58062844,87.58062844,1789850.515,5925425.58635,-36.79798055,175.12796937,175.127969367,-36.79798055
"POINT (174.824448158276 -36.9653283591273)",151800,Massey Road West,0.6935197,0.6935197,1762413.56815,5907418.6087,-36.96532836,174.82444816,174.824448158,-36.9653283591
"POINT (174.849966554476 -36.9471939601945)",151900,Otahuhu South,0.81751878,0.81751878,1764724.5213,5909386.77355,-36.94719396,174.84996655,174.849966554,-36.9471939602
"POINT (174.923684742234 -36.8992226178981)",152000,Howick Central,0.8576312,0.8576312,1771396.5974,5914579.1729,-36.89922262,174.92368474,174.923684742,-36.8992226179
"POINT (174.83260411926 -36.9640015226561)",152100,Massey Road North,0.85966762,0.85966762,1763142.51845,5907551.87955,-36.96400152,174.83260412,174.832604119,-36.9640015227
"POINT (174.914145637974 -36.9095484570683)",152200,Botany Downs West,0.81388434,0.81388434,1770523.60115,5913450.6314,-36.90954846,174.91414564,174.914145638,-36.9095484571
"POINT (174.887128710513 -36.938232416025)",152300,East Tamaki,7.77487822,7.77487822,1768053.53095,5910316.1539,-36.93823242,174.88712871,174.887128711,-36.938232416
"POINT (174.930388001901 -36.9008862124102)",152400,Howick East,1.10919825,1.10919825,1771990.17315,5914382.5321,-36.90088621,174.930388,174.930388002,-36.9008862124
"POINT (174.89743986987 -36.9224809503048)",152500,Burswood,0.52549252,0.52549252,1769006.64575,5912045.5303,-36.92248095,174.89743987,174.89743987,-36.9224809503
"POINT (174.822265498435 -36.9718541893887)",152600,Massey Road South,0.32471635,0.32471635,1762205.39515,5906698.29855,-36.97185419,174.8222655,174.822265498,-36.9718541894
"POINT (174.843067006504 -36.9604449359971)",152700,Middlemore,0.72022213,0.72022213,1764081.67255,5907928.5046,-36.96044494,174.84306701,174.843067007,-36.960444936
"POINT (174.827439385277 -36.9869592556663)",152800,Mangere South East,4.33120515,4.33120515,1762633.81815,5905013.587,-36.98695925,174.82743938,174.827439385,-36.9869592557
"POINT (174.921775467509 -36.9100387704501)",152900,Botany Downs East,0.67735204,0.67735204,1771202.28745,5913382.56055,-36.91003877,174.92177547,174.921775468,-36.9100387705
"POINT (174.849416950955 -36.9637705547388)",153000,Grange,1.43178144,1.43178144,1764639.87645,5907548.57395,-36.96377055,174.84941695,174.849416951,-36.9637705547
"POINT (174.907810821864 -36.9214430958683)",153100,Golflands,1.40769231,1.40769231,1769932.7954,5912142.243,-36.92144309,174.90781082,174.907810822,-36.9214430959
"POINT (174.826687006641 -36.973591186241)",153200,Aorere North,0.33000405,0.33000405,1762595.30765,5906498.04075,-36.97359119,174.82668701,174.826687007,-36.9735911862
"POINT (174.839171895207 -36.9693007398184)",153300,Mangere East,0.86872274,0.86872274,1763715.8996,5906952.66865,-36.96930074,174.8391719,174.839171895,-36.9693007398
"POINT (174.943282380972 -36.8976556845864)",153400,Cockle Bay,1.72842716,1.72842716,1773146.43825,5914717.62735,-36.89765568,174.94328238,174.943282381,-36.8976556846
"POINT (174.865347643029 -36.9559101701933)",153500,Otara West,1.55637466,1.55637466,1766075.28445,5908393.0181,-36.95591017,174.86534764,174.865347643,-36.9559101702
"POINT (174.830334748039 -36.9767938093743)",153600,Aorere Central,0.62009558,0.62009558,1762913.19805,5906136.4794,-36.97679381,174.83033475,174.830334748,-36.9767938094
"POINT (174.922479121025 -36.9172496384946)",153700,Northpark North,0.86166842,0.86166842,1771248.85035,5912581.257,-36.91724964,174.92247912,174.922479121,-36.9172496385
"POINT (174.933941086752 -36.9123424613331)",153800,Somerville,1.556066,1.556066,1772280.99955,5913105.0565,-36.91234246,174.93394109,174.933941087,-36.9123424613
"POINT (174.916410350794 -36.9227022036763)",153900,Northpark South,0.70661609,0.70661609,1770696.04585,5911987.18255,-36.9227022,174.91641035,174.916410351,-36.9227022037
"POINT (174.849361204417 -36.9709311856795)",154000,Papatoetoe North,0.99327077,0.99327077,1764619.4871,5906754.20705,-36.97093119,174.8493612,174.849361204,-36.9709311857
"POINT (174.860696819973 -36.9633729305199)",154100,Dingwall,0.8271738,0.8271738,1765644.9997,5907573.13155,-36.96337293,174.86069682,174.86069682,-36.9633729305
"POINT (174.837558489336 -36.98140867767)",154200,Aorere South,1.23946499,1.23946499,1763546.3443,5905612.0811,-36.98140868,174.83755849,174.837558489,-36.9814086777
"POINT (174.946451222578 -36.908308159566)",154300,Shelly Park,1.23160322,1.23160322,1773404.6941,5913529.98415,-36.90830816,174.94645122,174.946451223,-36.9083081596
"POINT (174.876779937487 -36.9559345561559)",154400,Otara Central,1.52354042,1.52354042,1767093.17055,5908370.32015,-36.95593456,174.87677994,174.876779937,-36.9559345562
"POINT (174.906990608044 -36.9338711672949)",154500,Huntington Park,0.43629701,0.43629701,1769832.1461,5910764.82095,-36.93387117,174.90699061,174.906990608,-36.9338711673
"POINT (174.912236657683 -36.9311690786179)",154600,Botany Central,0.46967107,0.46967107,1770305.40995,5911055.2546,-36.93116908,174.91223666,174.912236658,-36.9311690786
"POINT (174.926120275216 -36.9250236298629)",154700,Botany North,0.92492593,0.92492593,1771555.8035,5911712.19115,-36.92502363,174.92612028,174.926120275,-36.9250236299
"POINT (174.846505447132 -36.9800810607804)",154800,Papatoetoe West,1.22430286,1.22430286,1764345.5745,5905743.9718,-36.98008106,174.84650545,174.846505447,-36.9800810608
"POINT (174.858006592095 -36.9746174653607)",154900,Papatoetoe Central,1.45738387,1.45738387,1765381.14525,5906330.23765,-36.97461746,174.85800659,174.858006592,-36.9746174654
"POINT (174.997831590978 -36.8826267374861)",155000,Sunkist Bay,1.52795082,1.52795082,1778042.2355,5916284.6801,-36.88262674,174.99783159,174.997831591,-36.8826267375
"POINT (174.886250641404 -36.9549422386179)",155100,Otara East,0.86784541,0.86784541,1767938.6296,5908463.76245,-36.95494224,174.88625064,174.886250641,-36.9549422386
"POINT (174.905271241955 -36.9431390723853)",155200,Redcastle,0.55559047,0.55559047,1769658.45115,5909739.61585,-36.94313907,174.90527124,174.905271242,-36.9431390724
"POINT (174.922599218347 -36.9322196768011)",155300,Botany East,0.78144969,0.78144969,1771226.0542,5910920.12485,-36.93221968,174.92259922,174.922599218,-36.9322196768
"POINT (174.91414623875 -36.9385812005159)",155400,Botany South,0.74938028,0.74938028,1770458.9812,5910229.4704,-36.9385812,174.91414624,174.914146239,-36.9385812005
"POINT (174.869475281458 -36.9913899098018)",155500,Manukau Central,11.40067045,11.40067045,1766365.53415,5904449.36385,-36.99138991,174.86947528,174.869475281,-36.9913899098
"POINT (174.873536369164 -36.9723773592522)",155600,Papatoetoe East,1.0684957,1.0684957,1766768.4772,5906551.68975,-36.97237736,174.87353637,174.873536369,-36.9723773593
"POINT (174.87640961222 -36.9683343366519)",155700,Otara South,0.80187121,0.80187121,1767033.09575,5906995.2244,-36.96833434,174.87640961,174.876409612,-36.9683343367
"POINT (174.882521566207 -36.9661670036725)",155800,Ferguson,0.98687785,0.98687785,1767581.9735,5907224.9509,-36.966167,174.88252157,174.882521566,-36.9661670037
"POINT (174.846810658498 -36.9894551095883)",155900,Papatoetoe South West,0.8285968,0.8285968,1764352.56705,5904703.4033,-36.98945511,174.84681066,174.846810658,-36.9894551096
"POINT (174.896418037954 -36.9596284338341)",156000,Botany Junction,2.48251702,2.48251702,1768833.6058,5907925.8588,-36.95962843,174.89641804,174.896418038,-36.9596284338
"POINT (174.912214844138 -36.9458412432691)",156100,Dannemora North,0.54899463,0.54899463,1770270.8053,5909427.42545,-36.94584124,174.91221484,174.912214844,-36.9458412433
"POINT (174.867265434548 -36.9774918356683)",156200,Papatoetoe South,0.79596426,0.79596426,1766199.10235,5905995.20695,-36.97749183,174.86726543,174.867265435,-36.9774918357
"POINT (174.92247187719 -36.941786900113)",156300,East Tamaki Heights,1.23138113,1.23138113,1771193.3008,5909858.87425,-36.9417869,174.92247188,174.922471877,-36.9417869001
"POINT (175.003161119063 -36.8963182174198)",156400,Te Puru,7.2901401,7.39063529,1778485.3522,5914755.6483,-36.89631822,175.00316112,175.003161119,-36.8963182174
"POINT (174.862356227364 -36.9835446434806)",156500,Puhinui North,0.70328268,0.70328268,1765748.9718,5905332.2107,-36.98354464,174.86235623,174.862356227,-36.9835446435
"POINT (174.909704885202 -36.9521078633869)",156600,Dannemora South,0.63838551,0.63838551,1770033.3507,5908736.6294,-36.95210786,174.90970489,174.909704885,-36.9521078634
"POINT (174.858929259012 -36.9890546492042)",156700,Puhinui South,0.5260906,0.5260906,1765432.00605,5904726.8408,-36.98905465,174.85892926,174.858929259,-36.9890546492
"POINT (174.889325545573 -36.973932249416)",156800,Rongomai West,0.48507019,0.48507019,1768170.6329,5906351.4062,-36.97393225,174.88932555,174.889325546,-36.9739322494
"POINT (174.916701725881 -36.9552586172708)",156900,Baverstock,1.09060982,1.09060982,1770649.3566,5908374.5429,-36.95525862,174.91670173,174.916701726,-36.9552586173
"POINT (174.871784481419 -36.9822384143417)",157000,Puhinui East,0.60410026,0.60410026,1766591.01485,5905460.679,-36.98223841,174.87178448,174.871784481,-36.9822384143
"POINT (174.988546714888 -36.9640881620334)",157100,Turanga,84.96233351,84.96233351,1777026.17255,5907263.7734,-36.96408816,174.98854671,174.988546715,-36.964088162
"POINT (174.894315546891 -36.9727863613372)",157200,Rongomai East,0.58097595,0.58097595,1768617.3717,5906469.71735,-36.97278636,174.89431555,174.894315547,-36.9727863613
"POINT (174.913098410622 -36.9641304846779)",157300,Ormiston North,2.30075808,2.30075808,1770308.7413,5907396.6602,-36.96413048,174.91309841,174.913098411,-36.9641304847
"POINT (175.037971114498 -36.8877486688498)",157400,Maraetai,6.88515504,6.88515504,1781607.66285,5915640.7443,-36.88774867,175.03797111,175.037971114,-36.8877486688
"POINT (174.902140026645 -36.9718724846529)",157500,Chapel Downs,0.76033315,0.76033315,1769315.9431,5906557.2274,-36.97187248,174.90214003,174.902140027,-36.9718724847
"POINT (174.862436704723 -37.0082826395522)",157600,Wiri West,8.04089146,8.04089146,1765702.42865,5902587.40265,-37.00828264,174.8624367,174.862436705,-37.0082826396
"POINT (174.89311668705 -36.9795637594648)",157700,Clover Park North,0.92445239,0.92445239,1768495.6981,5905719.88925,-36.97956376,174.89311669,174.893116687,-36.9795637595
"POINT (174.930911145508 -36.9581915914976)",157800,Mission Heights North,1.07241323,1.07241323,1771907.99885,5908023.5794,-36.95819159,174.93091114,174.930911146,-36.9581915915
"POINT (174.890121731129 -36.9856325166438)",157900,Clover Park South,1.18316226,1.18316226,1768215.7397,5905051.8585,-36.98563252,174.89012173,174.890121731,-36.9856325166
"POINT (174.907856291223 -36.9774925393146)",158000,Donegal Park,0.9076278,0.9076278,1769812.32675,5905923.50315,-36.97749254,174.90785629,174.907856291,-36.9774925393
"POINT (174.917585895973 -36.9759679689132)",158100,Ormiston South,1.70316998,1.70316998,1770681.82485,5906075.25685,-36.97596797,174.9175859,174.917585896,-36.9759679689
"POINT (174.93217509604 -36.9650398562946)",158200,Mission Heights South,0.86985025,0.86985025,1772005.1271,5907261.4814,-36.96503986,174.9321751,174.932175096,-36.9650398563
"POINT (174.907713403195 -36.9857189901601)",158300,Hilltop (Auckland),1.14166187,1.14166187,1769781.3193,5905011.0329,-36.98571899,174.9077134,174.907713403,-36.9857189902
"POINT (174.887090313744 -36.9990376344477)",158400,Wiri East,1.37110039,1.37110039,1767916.4388,5903569.9151,-36.99903763,174.88709031,174.887090314,-36.9990376344
"POINT (174.8973283396 -36.994217465234)",158500,Goodwood Heights,1.28157262,1.28157262,1768838.18885,5904086.5992,-36.99421746,174.89732834,174.89732834,-36.9942174652
"POINT (174.931079248159 -36.9820474883603)",158600,Ormiston East,4.41466727,4.41466727,1771869.2968,5905376.45745,-36.98204749,174.93107925,174.931079248,-36.9820474884
"POINT (174.860038397449 -37.0244532527454)",158700,Clendon Park North,0.74920256,0.74920256,1765453.95065,5900797.45065,-37.02445325,174.8600384,174.860038397,-37.0244532527
"POINT (174.867988251434 -37.021390335566)",158800,Burbank,0.64850807,0.64850807,1766167.8483,5901123.422,-37.02139033,174.86798825,174.867988251,-37.0213903356
"POINT (174.955099679314 -36.9792149585313)",158900,Tuscany Heights,6.6289288,6.6289288,1774013.8388,5905647.0931,-36.97921496,174.95509968,174.955099679,-36.9792149585
"POINT (174.900244979012 -37.0016392989661)",159000,Totara Heights,0.85465897,0.85465897,1769081.31825,5903257.9672,-37.0016393,174.90024498,174.900244979,-37.001639299
"POINT (174.885461239864 -37.0133257053632)",159100,Homai East,0.71246766,0.71246766,1767740.0557,5901987.52595,-37.0133257,174.88546124,174.88546124,-37.0133257054
"POINT (174.877995945934 -37.0188881299965)",159200,Homai West,0.91194953,0.91194953,1767063.65685,5901383.5115,-37.01888813,174.87799595,174.877995946,-37.01888813
"POINT (174.913038458504 -37.0015699595273)",159300,The Gardens (Auckland),4.08900902,4.08900902,1770219.9372,5903242.85135,-37.00156996,174.91303846,174.913038459,-37.0015699595
"POINT (174.707576005271 -37.138362467155)",159400,Clarks Beach,2.67302174,2.67302174,1751663.7997,5888413.76105,-37.13836247,174.70757601,174.707576005,-37.1383624672
"POINT (174.85926627004 -37.0323536901518)",159500,Clendon Park West,0.59408604,0.59408604,1765368.1262,5899922.24025,-37.03235369,174.85926627,174.85926627,-37.0323536902
"POINT (174.897898663717 -37.0106359504115)",159600,Hillpark North,0.66048296,0.66048296,1768852.61605,5902263.95265,-37.01063595,174.89789866,174.897898664,-37.0106359504
"POINT (174.865140896026 -37.0323000313113)",159700,Clendon Park East,0.46283705,0.46283705,1765890.79895,5899917.96125,-37.03230003,174.8651409,174.865140896,-37.0323000313
"POINT (174.764377390048 -37.1343639072285)",159800,Karaka Creek,34.78065649,34.78065649,1756717.47505,5888765.0803,-37.13436391,174.76437739,174.76437739,-37.1343639072
"POINT (174.872165805 -37.0285592700769)",159900,Rowandale West,0.6882183,0.6882183,1766523.84555,5900320.7212,-37.02855927,174.8721658,174.872165805,-37.0285592701
"POINT (174.880879125883 -37.0252936155637)",160000,Rowandale East,0.83155282,0.83155282,1767306.113,5900667.7535,-37.02529361,174.88087913,174.880879126,-37.0252936156
"POINT (174.891472252041 -37.0211151495205)",160100,Manurewa Central,1.07399259,1.07399259,1768257.6959,5901112.6686,-37.02111515,174.89147225,174.891472252,-37.0211151495
"POINT (174.865306837767 -37.0393830752906)",160200,Weymouth North,1.0188509,1.0188509,1765890.14435,5899131.8066,-37.03938307,174.86530684,174.865306838,-37.0393830753
"POINT (174.900424650483 -37.0171708164646)",160300,Hillpark South,1.08741456,1.08741456,1769062.88845,5901534.42005,-37.01717082,174.90042465,174.90042465,-37.0171708165
"POINT (174.920801952338 -37.0124769952479)",160400,Alfriston,1.95412196,1.95412196,1770886.3673,5902018.79205,-37.01247699,174.92080195,174.920801952,-37.0124769952
"POINT (174.877606847435 -37.0373498832295)",160500,Weymouth East,0.98724325,0.98724325,1766988.60215,5899335.85785,-37.03734988,174.87760685,174.877606847,-37.0373498832
"POINT (174.887343524545 -37.032196541235)",160600,Leabank,1.48914276,1.48914276,1767865.9869,5899890.47905,-37.03219654,174.88734352,174.887343525,-37.0321965412
"POINT (174.862995514708 -37.046824121078)",160700,Weymouth South,1.0583023,1.0583023,1765668.3908,5898310.2508,-37.04682412,174.86299551,174.862995515,-37.0468241211
"POINT (174.906109268822 -37.0258383245164)",160800,Manurewa East,0.82830357,0.82830357,1769549.3768,5900562.63555,-37.02583832,174.90610927,174.906109269,-37.0258383245
"POINT (174.900408763982 -37.0313883446445)",160900,Manurewa South,1.21704652,1.21704652,1769029.95805,5899957.0046,-37.03138834,174.90040876,174.900408764,-37.0313883446
"POINT (174.917830221521 -37.0198626118392)",161000,Randwick Park East,0.74726124,0.74726124,1770605.43695,5901204.68595,-37.01986261,174.91783022,174.917830222,-37.0198626118
"POINT (174.87522682408 -37.0512812797827)",161100,Wattle Downs West,1.47727217,1.47727217,1766746.4219,5897794.33955,-37.05128128,174.87522682,174.875226824,-37.0512812798
"POINT (174.894873361156 -37.0386701596626)",161200,Wattle Downs North,0.55995069,0.55995069,1768521.46815,5899158.9072,-37.03867016,174.89487336,174.894873361,-37.0386701597
"POINT (174.913579329163 -37.0262473681755)",161300,Randwick Park West,0.70415333,0.70415333,1770212.99765,5900503.90805,-37.02624737,174.91357933,174.913579329,-37.0262473682
"POINT (174.82148592815 -37.1244241879656)",161400,Kingseat-Karaka,86.66018776,86.66018776,1761811.66265,5889772.03695,-37.12442419,174.82148593,174.821485928,-37.124424188
"POINT (174.892949600557 -37.0472233341352)",161500,Wattle Downs East,1.01653039,1.01653039,1768331.4662,5898213.3337,-37.04722333,174.8929496,174.892949601,-37.0472233341
"POINT (174.932292425381 -37.0262252138635)",161600,Takanini North,5.27797258,5.27797258,1771877.75275,5900472.7095,-37.02622521,174.93229242,174.932292425,-37.0262252139
"POINT (174.915355794826 -37.0335978558253)",161700,Takanini Industrial,0.88082534,0.88082534,1770354.6059,5899685.1832,-37.03359785,174.91535579,174.915355795,-37.0335978558
"POINT (174.912930138405 -37.0486937042683)",161800,Conifer Grove West,1.58524567,1.58524567,1770105.14405,5898014.62465,-37.0486937,174.91293014,174.912930138,-37.0486937043
"POINT (174.915371772803 -37.0439376420428)",161900,Conifer Grove East,0.64940367,0.64940367,1770332.9177,5898537.9435,-37.04393764,174.91537177,174.915371773,-37.043937642
"POINT (174.921129413341 -37.0406850588919)",162000,Takanini West,0.68633159,0.68633159,1770852.28635,5898888.48985,-37.04068506,174.92112941,174.921129413,-37.0406850589
"POINT (174.938883088467 -37.0415735982671)",162100,Takanini South,2.31895061,2.31895061,1772429.3341,5898757.8517,-37.0415736,174.93888309,174.938883088,-37.0415735983
"POINT (174.925868956392 -37.0506988448197)",162200,Takanini Central,1.07936223,1.07936223,1771251.32595,5897768.9177,-37.05069884,174.92586896,174.925868956,-37.0506988448
"POINT (175.011479925795 -37.0618384337035)",162300,Ardmore,44.26853484,44.26853484,1778838.67705,5896375.26305,-37.06183843,175.01147993,175.011479926,-37.0618384337
"POINT (174.755272048579 -37.2018348806569)",162400,Glenbrook,53.15868013,53.15868013,1755770.04375,5881294.1381,-37.20183488,174.75527205,174.755272049,-37.2018348807
